Barangay_No,Barangay,x,y,Year,Month,Temperature,Humidity,Rainfall,Dengue Cases
14,KALILANGAN,8.1747,124.3863,2021,3,26.8,84.7,5.5,0
15,KIWALAN,8.2801,124.2668,2021,3,26.8,84.7,5.5,0
16,LANIPAO,8.2266,124.3412,2021,3,26.8,84.7,5.5,0
17,LUINAB,8.2472,124.2681,2021,3,26.8,84.7,5.5,1
18,MAHAYAHAY,8.2219,124.2406,2021,3,26.8,84.7,5.5,0
19,MAINIT,8.2976,124.3876,2021,3,26.8,84.7,5.5,0
20,MANDULOG,8.2442,124.3057,2021,3,26.8,84.7,5.5,0
21,MARIA CRISTINA,8.1989,124.1936,2021,3,26.8,84.7,5.5,3
22,PALAO,8.2286,124.2532,2021,3,26.8,84.7,5.5,1
23,PANOROGANAN,8.1743,124.425,2021,3,26.8,84.7,5.5,0
24,POBLACION,8.2285,124.2344,2021,3,26.8,84.7,5.5,2
25,PUGA-AN,8.2285,124.2742,2021,3,26.8,84.7,5.5,0
26,ROGONGON,8.2395,124.4115,2021,3,26.8,84.7,5.5,0
27,SAN MIGUEL,8.2387,124.2479,2021,3,26.8,84.7,5.5,0
28,SAN ROQUE,8.2578,124.2619,2021,3,26.8,84.7,5.5,0
29,SANTA ELENA,8.1948,124.2273,2021,3,26.8,84.7,5.5,1
30,SANTA FILOMENA,8.2681,124.2593,2021,3,26.8,84.7,5.5,0
31,SANTIAGO,8.2511,124.2444,2021,3,26.8,84.7,5.5,1
32,SANTO ROSARIO,8.2436,124.2525,2021,3,26.8,84.7,5.5,0
33,SARAY-TIBANGA,8.2436,124.2525,2021,3,26.8,84.7,5.5,5
34,SUAREZ,8.1914,124.2173,2021,3,26.8,84.7,5.5,3
35,TAMBACAN,8.2236,124.2347,2021,3,26.8,84.7,5.5,1
36,TIBANGA,8.2402,124.241,2021,3,26.8,84.7,5.5,2
37,TIPANOY,8.1902,124.2634,2021,3,26.8,84.7,5.5,0
38,TOMINOBO PROPER,8.2104,124.2221,2021,3,26.8,84.7,5.5,1
39,TOMINOBO UPPER,8.1688,124.2251,2021,3,26.8,84.7,5.5,0
40,TUBOD,8.2117,124.241,2021,3,26.8,84.7,5.5,2
41,UBALDO LAYA,8.224,124.2449,2021,3,26.8,84.7,5.5,0
42,UPPER HINAPLANON,8.2559,124.2689,2021,3,26.8,84.7,5.5,0
43,VILLA VERDE,8.2331,124.2437,2021,3,26.8,84.7,5.5,6
0,ABUNO,8.1846,124.2571,2021,4,27.1,82.5,4.5,0
1,ACMAC,8.274,124.2649,2021,4,27.1,82.5,4.5,1
2,BAGONG SILANG,8.2418,124.252,2021,4,27.1,82.5,4.5,0
3,BONBONON,8.2667,124.2902,2021,4,27.1,82.5,4.5,2
4,BUNAWAN,8.3023,124.3028,2021,4,27.1,82.5,4.5,0
5,BURU-UN,8.1872,124.1688,2021,4,27.1,82.5,4.5,1
6,DALIPUGA,8.3074,124.255,2021,4,27.1,82.5,4.5,0
7,DEL CARMEN,8.2322,124.2578,2021,4,27.1,82.5,4.5,0
8,DIGKILAAN,8.2492,124.3178,2021,4,27.1,82.5,4.5,0
9,DITUCALAN,8.1751,124.1927,2021,4,27.1,82.5,4.5,0
10,DULAG,8.204,124.3694,2021,4,27.1,82.5,4.5,0
11,HINAPLANON,8.2467,124.2592,2021,4,27.1,82.5,4.5,3
12,HINDANG,8.3177,124.3457,2021,4,27.1,82.5,4.5,0
13,KABACSANAN,8.2815,124.3088,2021,4,27.1,82.5,4.5,0
14,KALILANGAN,8.1747,124.3863,2021,4,27.1,82.5,4.5,0
15,KIWALAN,8.2801,124.2668,2021,4,27.1,82.5,4.5,0
16,LANIPAO,8.2266,124.3412,2021,4,27.1,82.5,4.5,0
17,LUINAB,8.2472,124.2681,2021,4,27.1,82.5,4.5,0
18,MAHAYAHAY,8.2219,124.2406,2021,4,27.1,82.5,4.5,0
19,MAINIT,8.2976,124.3876,2021,4,27.1,82.5,4.5,0
20,MANDULOG,8.2442,124.3057,2021,4,27.1,82.5,4.5,0
21,MARIA CRISTINA,8.1989,124.1936,2021,4,27.1,82.5,4.5,1
22,PALAO,8.2286,124.2532,2021,4,27.1,82.5,4.5,3
23,PANOROGANAN,8.1743,124.425,2021,4,27.1,82.5,4.5,0
24,POBLACION,8.2285,124.2344,2021,4,27.1,82.5,4.5,1
25,PUGA-AN,8.2285,124.2742,2021,4,27.1,82.5,4.5,0
26,ROGONGON,8.2395,124.4115,2021,4,27.1,82.5,4.5,0
27,SAN MIGUEL,8.2387,124.2479,2021,4,27.1,82.5,4.5,1
28,SAN ROQUE,8.2578,124.2619,2021,4,27.1,82.5,4.5,0
29,SANTA ELENA,8.1948,124.2273,2021,4,27.1,82.5,4.5,1
30,SANTA FILOMENA,8.2681,124.2593,2021,4,27.1,82.5,4.5,0
31,SANTIAGO,8.2511,124.2444,2021,4,27.1,82.5,4.5,2
32,SANTO ROSARIO,8.2436,124.2525,2021,4,27.1,82.5,4.5,0
33,SARAY-TIBANGA,8.2436,124.2525,2021,4,27.1,82.5,4.5,5
34,SUAREZ,8.1914,124.2173,2021,4,27.1,82.5,4.5,0
35,TAMBACAN,8.2236,124.2347,2021,4,27.1,82.5,4.5,5
36,TIBANGA,8.2402,124.241,2021,4,27.1,82.5,4.5,5
37,TIPANOY,8.1902,124.2634,2021,4,27.1,82.5,4.5,3
38,TOMINOBO PROPER,8.2104,124.2221,2021,4,27.1,82.5,4.5,0
39,TOMINOBO UPPER,8.1688,124.2251,2021,4,27.1,82.5,4.5,0
40,TUBOD,8.2117,124.241,2021,4,27.1,82.5,4.5,2
41,UBALDO LAYA,8.224,124.2449,2021,4,27.1,82.5,4.5,0
42,UPPER HINAPLANON,8.2559,124.2689,2021,4,27.1,82.5,4.5,0
43,VILLA VERDE,8.2331,124.2437,2021,4,27.1,82.5,4.5,1
0,ABUNO,8.1846,124.2571,2021,5,27.5,84.0,10.7,0
1,ACMAC,8.274,124.2649,2021,5,27.5,84.0,10.7,0
2,BAGONG SILANG,8.2418,124.252,2021,5,27.5,84.0,10.7,0
3,BONBONON,8.2667,124.2902,2021,5,27.5,84.0,10.7,1
4,BUNAWAN,8.3023,124.3028,2021,5,27.5,84.0,10.7,0
5,BURU-UN,8.1872,124.1688,2021,5,27.5,84.0,10.7,2
6,DALIPUGA,8.3074,124.255,2021,5,27.5,84.0,10.7,2
7,DEL CARMEN,8.2322,124.2578,2021,5,27.5,84.0,10.7,1
8,DIGKILAAN,8.2492,124.3178,2021,5,27.5,84.0,10.7,0
9,DITUCALAN,8.1751,124.1927,2021,5,27.5,84.0,10.7,0
10,DULAG,8.204,124.3694,2021,5,27.5,84.0,10.7,0
11,HINAPLANON,8.2467,124.2592,2021,5,27.5,84.0,10.7,3
12,HINDANG,8.3177,124.3457,2021,5,27.5,84.0,10.7,0
13,KABACSANAN,8.2815,124.3088,2021,5,27.5,84.0,10.7,0
14,KALILANGAN,8.1747,124.3863,2021,5,27.5,84.0,10.7,0
15,KIWALAN,8.2801,124.2668,2021,5,27.5,84.0,10.7,1
16,LANIPAO,8.2266,124.3412,2021,5,27.5,84.0,10.7,0
17,LUINAB,8.2472,124.2681,2021,5,27.5,84.0,10.7,1
18,MAHAYAHAY,8.2219,124.2406,2021,5,27.5,84.0,10.7,0
19,MAINIT,8.2976,124.3876,2021,5,27.5,84.0,10.7,0
20,MANDULOG,8.2442,124.3057,2021,5,27.5,84.0,10.7,0
21,MARIA CRISTINA,8.1989,124.1936,2021,5,27.5,84.0,10.7,1
22,PALAO,8.2286,124.2532,2021,5,27.5,84.0,10.7,1
23,PANOROGANAN,8.1743,124.425,2021,5,27.5,84.0,10.7,0
24,POBLACION,8.2285,124.2344,2021,5,27.5,84.0,10.7,2
25,PUGA-AN,8.2285,124.2742,2021,5,27.5,84.0,10.7,0
26,ROGONGON,8.2395,124.4115,2021,5,27.5,84.0,10.7,0
27,SAN MIGUEL,8.2387,124.2479,2021,5,27.5,84.0,10.7,0
28,SAN ROQUE,8.2578,124.2619,2021,5,27.5,84.0,10.7,0
29,SANTA ELENA,8.1948,124.2273,2021,5,27.5,84.0,10.7,0
30,SANTA FILOMENA,8.2681,124.2593,2021,5,27.5,84.0,10.7,0
31,SANTIAGO,8.2511,124.2444,2021,5,27.5,84.0,10.7,2
32,SANTO ROSARIO,8.2436,124.2525,2021,5,27.5,84.0,10.7,1
33,SARAY-TIBANGA,8.2436,124.2525,2021,5,27.5,84.0,10.7,6
34,SUAREZ,8.1914,124.2173,2021,5,27.5,84.0,10.7,2
35,TAMBACAN,8.2236,124.2347,2021,5,27.5,84.0,10.7,1
36,TIBANGA,8.2402,124.241,2021,5,27.5,84.0,10.7,0
37,TIPANOY,8.1902,124.2634,2021,5,27.5,84.0,10.7,4
38,TOMINOBO PROPER,8.2104,124.2221,2021,5,27.5,84.0,10.7,0
39,TOMINOBO UPPER,8.1688,124.2251,2021,5,27.5,84.0,10.7,0
40,TUBOD,8.2117,124.241,2021,5,27.5,84.0,10.7,4
41,UBALDO LAYA,8.224,124.2449,2021,5,27.5,84.0,10.7,0
42,UPPER HINAPLANON,8.2559,124.2689,2021,5,27.5,84.0,10.7,0
43,VILLA VERDE,8.2331,124.2437,2021,5,27.5,84.0,10.7,0
0,ABUNO,8.1846,124.2571,2021,6,27.6,81.3,8.2,0
1,ACMAC,8.274,124.2649,2021,6,27.6,81.3,8.2,0
2,BAGONG SILANG,8.2418,124.252,2021,6,27.6,81.3,8.2,1
3,BONBONON,8.2667,124.2902,2021,6,27.6,81.3,8.2,0
4,BUNAWAN,8.3023,124.3028,2021,6,27.6,81.3,8.2,0
5,BURU-UN,8.1872,124.1688,2021,6,27.6,81.3,8.2,0
6,DALIPUGA,8.3074,124.255,2021,6,27.6,81.3,8.2,0
7,DEL CARMEN,8.2322,124.2578,2021,6,27.6,81.3,8.2,2
8,DIGKILAAN,8.2492,124.3178,2021,6,27.6,81.3,8.2,0
9,DITUCALAN,8.1751,124.1927,2021,6,27.6,81.3,8.2,0
10,DULAG,8.204,124.3694,2021,6,27.6,81.3,8.2,0
11,HINAPLANON,8.2467,124.2592,2021,6,27.6,81.3,8.2,5
12,HINDANG,8.3177,124.3457,2021,6,27.6,81.3,8.2,0
13,KABACSANAN,8.2815,124.3088,2021,6,27.6,81.3,8.2,0
14,KALILANGAN,8.1747,124.3863,2021,6,27.6,81.3,8.2,0
15,KIWALAN,8.2801,124.2668,2021,6,27.6,81.3,8.2,1
16,LANIPAO,8.2266,124.3412,2021,6,27.6,81.3,8.2,0
17,LUINAB,8.2472,124.2681,2021,6,27.6,81.3,8.2,2
18,MAHAYAHAY,8.2219,124.2406,2021,6,27.6,81.3,8.2,0
19,MAINIT,8.2976,124.3876,2021,6,27.6,81.3,8.2,0
20,MANDULOG,8.2442,124.3057,2021,6,27.6,81.3,8.2,0
21,MARIA CRISTINA,8.1989,124.1936,2021,6,27.6,81.3,8.2,0
22,PALAO,8.2286,124.2532,2021,6,27.6,81.3,8.2,3
23,PANOROGANAN,8.1743,124.425,2021,6,27.6,81.3,8.2,0
24,POBLACION,8.2285,124.2344,2021,6,27.6,81.3,8.2,1
25,PUGA-AN,8.2285,124.2742,2021,6,27.6,81.3,8.2,0
26,ROGONGON,8.2395,124.4115,2021,6,27.6,81.3,8.2,0
27,SAN MIGUEL,8.2387,124.2479,2021,6,27.6,81.3,8.2,2
28,SAN ROQUE,8.2578,124.2619,2021,6,27.6,81.3,8.2,0
29,SANTA ELENA,8.1948,124.2273,2021,6,27.6,81.3,8.2,1
30,SANTA FILOMENA,8.2681,124.2593,2021,6,27.6,81.3,8.2,0
31,SANTIAGO,8.2511,124.2444,2021,6,27.6,81.3,8.2,3
32,SANTO ROSARIO,8.2436,124.2525,2021,6,27.6,81.3,8.2,0
33,SARAY-TIBANGA,8.2436,124.2525,2021,6,27.6,81.3,8.2,2
34,SUAREZ,8.1914,124.2173,2021,6,27.6,81.3,8.2,1
35,TAMBACAN,8.2236,124.2347,2021,6,27.6,81.3,8.2,9
36,TIBANGA,8.2402,124.241,2021,6,27.6,81.3,8.2,4
37,TIPANOY,8.1902,124.2634,2021,6,27.6,81.3,8.2,1
38,TOMINOBO PROPER,8.2104,124.2221,2021,6,27.6,81.3,8.2,2
39,TOMINOBO UPPER,8.1688,124.2251,2021,6,27.6,81.3,8.2,0
40,TUBOD,8.2117,124.241,2021,6,27.6,81.3,8.2,1
41,UBALDO LAYA,8.224,124.2449,2021,6,27.6,81.3,8.2,0
42,UPPER HINAPLANON,8.2559,124.2689,2021,6,27.6,81.3,8.2,0
43,VILLA VERDE,8.2331,124.2437,2021,6,27.6,81.3,8.2,0
0,ABUNO,8.1846,124.2571,2021,7,27.7,80.0,4.4,0
1,ACMAC,8.274,124.2649,2021,7,27.7,80.0,4.4,0
2,BAGONG SILANG,8.2418,124.252,2021,7,27.7,80.0,4.4,1
3,BONBONON,8.2667,124.2902,2021,7,27.7,80.0,4.4,0
4,BUNAWAN,8.3023,124.3028,2021,7,27.7,80.0,4.4,0
5,BURU-UN,8.1872,124.1688,2021,7,27.7,80.0,4.4,2
6,DALIPUGA,8.3074,124.255,2021,7,27.7,80.0,4.4,3
7,DEL CARMEN,8.2322,124.2578,2021,7,27.7,80.0,4.4,1
8,DIGKILAAN,8.2492,124.3178,2021,7,27.7,80.0,4.4,0
9,DITUCALAN,8.1751,124.1927,2021,7,27.7,80.0,4.4,0
10,DULAG,8.204,124.3694,2021,7,27.7,80.0,4.4,0
11,HINAPLANON,8.2467,124.2592,2021,7,27.7,80.0,4.4,6
12,HINDANG,8.3177,124.3457,2021,7,27.7,80.0,4.4,0
13,KABACSANAN,8.2815,124.3088,2021,7,27.7,80.0,4.4,0
14,KALILANGAN,8.1747,124.3863,2021,7,27.7,80.0,4.4,0
15,KIWALAN,8.2801,124.2668,2021,7,27.7,80.0,4.4,1
16,LANIPAO,8.2266,124.3412,2021,7,27.7,80.0,4.4,0
17,LUINAB,8.2472,124.2681,2021,7,27.7,80.0,4.4,1
18,MAHAYAHAY,8.2219,124.2406,2021,7,27.7,80.0,4.4,0
19,MAINIT,8.2976,124.3876,2021,7,27.7,80.0,4.4,0
20,MANDULOG,8.2442,124.3057,2021,7,27.7,80.0,4.4,0
21,MARIA CRISTINA,8.1989,124.1936,2021,7,27.7,80.0,4.4,2
22,PALAO,8.2286,124.2532,2021,7,27.7,80.0,4.4,2
23,PANOROGANAN,8.1743,124.425,2021,7,27.7,80.0,4.4,0
24,POBLACION,8.2285,124.2344,2021,7,27.7,80.0,4.4,8
25,PUGA-AN,8.2285,124.2742,2021,7,27.7,80.0,4.4,0
26,ROGONGON,8.2395,124.4115,2021,7,27.7,80.0,4.4,0
27,SAN MIGUEL,8.2387,124.2479,2021,7,27.7,80.0,4.4,4
28,SAN ROQUE,8.2578,124.2619,2021,7,27.7,80.0,4.4,1
29,SANTA ELENA,8.1948,124.2273,2021,7,27.7,80.0,4.4,0
30,SANTA FILOMENA,8.2681,124.2593,2021,7,27.7,80.0,4.4,0
31,SANTIAGO,8.2511,124.2444,2021,7,27.7,80.0,4.4,0
32,SANTO ROSARIO,8.2436,124.2525,2021,7,27.7,80.0,4.4,0
33,SARAY-TIBANGA,8.2436,124.2525,2021,7,27.7,80.0,4.4,4
34,SUAREZ,8.1914,124.2173,2021,7,27.7,80.0,4.4,1
35,TAMBACAN,8.2236,124.2347,2021,7,27.7,80.0,4.4,8
36,TIBANGA,8.2402,124.241,2021,7,27.7,80.0,4.4,6
37,TIPANOY,8.1902,124.2634,2021,7,27.7,80.0,4.4,4
38,TOMINOBO PROPER,8.2104,124.2221,2021,7,27.7,80.0,4.4,2
39,TOMINOBO UPPER,8.1688,124.2251,2021,7,27.7,80.0,4.4,0
40,TUBOD,8.2117,124.241,2021,7,27.7,80.0,4.4,4
41,UBALDO LAYA,8.224,124.2449,2021,7,27.7,80.0,4.4,1
42,UPPER HINAPLANON,8.2559,124.2689,2021,7,27.7,80.0,4.4,2
43,VILLA VERDE,8.2331,124.2437,2021,7,27.7,80.0,4.4,0
0,ABUNO,8.1846,124.2571,2021,8,27.5,80.0,6.5,1
1,ACMAC,8.274,124.2649,2021,8,27.5,80.0,6.5,1
2,BAGONG SILANG,8.2418,124.252,2021,8,27.5,80.0,6.5,3
3,BONBONON,8.2667,124.2902,2021,8,27.5,80.0,6.5,0
4,BUNAWAN,8.3023,124.3028,2021,8,27.5,80.0,6.5,0
5,BURU-UN,8.1872,124.1688,2021,8,27.5,80.0,6.5,1
6,DALIPUGA,8.3074,124.255,2021,8,27.5,80.0,6.5,2
7,DEL CARMEN,8.2322,124.2578,2021,8,27.5,80.0,6.5,1
8,DIGKILAAN,8.2492,124.3178,2021,8,27.5,80.0,6.5,0
9,DITUCALAN,8.1751,124.1927,2021,8,27.5,80.0,6.5,0
10,DULAG,8.204,124.3694,2021,8,27.5,80.0,6.5,0
11,HINAPLANON,8.2467,124.2592,2021,8,27.5,80.0,6.5,3
12,HINDANG,8.3177,124.3457,2021,8,27.5,80.0,6.5,0
13,KABACSANAN,8.2815,124.3088,2021,8,27.5,80.0,6.5,0
14,KALILANGAN,8.1747,124.3863,2021,8,27.5,80.0,6.5,0
15,KIWALAN,8.2801,124.2668,2021,8,27.5,80.0,6.5,0
16,LANIPAO,8.2266,124.3412,2021,8,27.5,80.0,6.5,0
17,LUINAB,8.2472,124.2681,2021,8,27.5,80.0,6.5,1
18,MAHAYAHAY,8.2219,124.2406,2021,8,27.5,80.0,6.5,0
19,MAINIT,8.2976,124.3876,2021,8,27.5,80.0,6.5,0
20,MANDULOG,8.2442,124.3057,2021,8,27.5,80.0,6.5,0
21,MARIA CRISTINA,8.1989,124.1936,2021,8,27.5,80.0,6.5,0
22,PALAO,8.2286,124.2532,2021,8,27.5,80.0,6.5,2
23,PANOROGANAN,8.1743,124.425,2021,8,27.5,80.0,6.5,0
24,POBLACION,8.2285,124.2344,2021,8,27.5,80.0,6.5,0
25,PUGA-AN,8.2285,124.2742,2021,8,27.5,80.0,6.5,0
26,ROGONGON,8.2395,124.4115,2021,8,27.5,80.0,6.5,0
27,SAN MIGUEL,8.2387,124.2479,2021,8,27.5,80.0,6.5,1
28,SAN ROQUE,8.2578,124.2619,2021,8,27.5,80.0,6.5,1
29,SANTA ELENA,8.1948,124.2273,2021,8,27.5,80.0,6.5,0
30,SANTA FILOMENA,8.2681,124.2593,2021,8,27.5,80.0,6.5,0
31,SANTIAGO,8.2511,124.2444,2021,8,27.5,80.0,6.5,1
32,SANTO ROSARIO,8.2436,124.2525,2021,8,27.5,80.0,6.5,0
33,SARAY-TIBANGA,8.2436,124.2525,2021,8,27.5,80.0,6.5,1
34,SUAREZ,8.1914,124.2173,2021,8,27.5,80.0,6.5,2
35,TAMBACAN,8.2236,124.2347,2021,8,27.5,80.0,6.5,5
36,TIBANGA,8.2402,124.241,2021,8,27.5,80.0,6.5,4
37,TIPANOY,8.1902,124.2634,2021,8,27.5,80.0,6.5,4
38,TOMINOBO PROPER,8.2104,124.2221,2021,8,27.5,80.0,6.5,1
39,TOMINOBO UPPER,8.1688,124.2251,2021,8,27.5,80.0,6.5,0
40,TUBOD,8.2117,124.241,2021,8,27.5,80.0,6.5,6
41,UBALDO LAYA,8.224,124.2449,2021,8,27.5,80.0,6.5,1
42,UPPER HINAPLANON,8.2559,124.2689,2021,8,27.5,80.0,6.5,0
43,VILLA VERDE,8.2331,124.2437,2021,8,27.5,80.0,6.5,0
0,ABUNO,8.1846,124.2571,2021,9,27.2,82.7,9.5,0
1,ACMAC,8.274,124.2649,2021,9,27.2,82.7,9.5,0
2,BAGONG SILANG,8.2418,124.252,2021,9,27.2,82.7,9.5,0
3,BONBONON,8.2667,124.2902,2021,9,27.2,82.7,9.5,0
4,BUNAWAN,8.3023,124.3028,2021,9,27.2,82.7,9.5,0
5,BURU-UN,8.1872,124.1688,2021,9,27.2,82.7,9.5,2
6,DALIPUGA,8.3074,124.255,2021,9,27.2,82.7,9.5,1
7,DEL CARMEN,8.2322,124.2578,2021,9,27.2,82.7,9.5,0
8,DIGKILAAN,8.2492,124.3178,2021,9,27.2,82.7,9.5,0
9,DITUCALAN,8.1751,124.1927,2021,9,27.2,82.7,9.5,0
10,DULAG,8.204,124.3694,2021,9,27.2,82.7,9.5,0
11,HINAPLANON,8.2467,124.2592,2021,9,27.2,82.7,9.5,4
12,HINDANG,8.3177,124.3457,2021,9,27.2,82.7,9.5,0
13,KABACSANAN,8.2815,124.3088,2021,9,27.2,82.7,9.5,0
14,KALILANGAN,8.1747,124.3863,2021,9,27.2,82.7,9.5,0
15,KIWALAN,8.2801,124.2668,2021,9,27.2,82.7,9.5,0
16,LANIPAO,8.2266,124.3412,2021,9,27.2,82.7,9.5,0
17,LUINAB,8.2472,124.2681,2021,9,27.2,82.7,9.5,2
18,MAHAYAHAY,8.2219,124.2406,2021,9,27.2,82.7,9.5,0
19,MAINIT,8.2976,124.3876,2021,9,27.2,82.7,9.5,0
20,MANDULOG,8.2442,124.3057,2021,9,27.2,82.7,9.5,0
21,MARIA CRISTINA,8.1989,124.1936,2021,9,27.2,82.7,9.5,2
22,PALAO,8.2286,124.2532,2021,9,27.2,82.7,9.5,1
23,PANOROGANAN,8.1743,124.425,2021,9,27.2,82.7,9.5,0
24,POBLACION,8.2285,124.2344,2021,9,27.2,82.7,9.5,4
25,PUGA-AN,8.2285,124.2742,2021,9,27.2,82.7,9.5,0
26,ROGONGON,8.2395,124.4115,2021,9,27.2,82.7,9.5,0
27,SAN MIGUEL,8.2387,124.2479,2021,9,27.2,82.7,9.5,1
28,SAN ROQUE,8.2578,124.2619,2021,9,27.2,82.7,9.5,1
29,SANTA ELENA,8.1948,124.2273,2021,9,27.2,82.7,9.5,1
30,SANTA FILOMENA,8.2681,124.2593,2021,9,27.2,82.7,9.5,0
31,SANTIAGO,8.2511,124.2444,2021,9,27.2,82.7,9.5,1
32,SANTO ROSARIO,8.2436,124.2525,2021,9,27.2,82.7,9.5,2
33,SARAY-TIBANGA,8.2436,124.2525,2021,9,27.2,82.7,9.5,0
34,SUAREZ,8.1914,124.2173,2021,9,27.2,82.7,9.5,1
35,TAMBACAN,8.2236,124.2347,2021,9,27.2,82.7,9.5,6
36,TIBANGA,8.2402,124.241,2021,9,27.2,82.7,9.5,4
37,TIPANOY,8.1902,124.2634,2021,9,27.2,82.7,9.5,3
38,TOMINOBO PROPER,8.2104,124.2221,2021,9,27.2,82.7,9.5,0
39,TOMINOBO UPPER,8.1688,124.2251,2021,9,27.2,82.7,9.5,0
40,TUBOD,8.2117,124.241,2021,9,27.2,82.7,9.5,2
41,UBALDO LAYA,8.224,124.2449,2021,9,27.2,82.7,9.5,3
42,UPPER HINAPLANON,8.2559,124.2689,2021,9,27.2,82.7,9.5,0
43,VILLA VERDE,8.2331,124.2437,2021,9,27.2,82.7,9.5,0
0,ABUNO,8.1846,124.2571,2021,10,27.3,83.6,8.7,0
1,ACMAC,8.274,124.2649,2021,10,27.3,83.6,8.7,2
2,BAGONG SILANG,8.2418,124.252,2021,10,27.3,83.6,8.7,1
3,BONBONON,8.2667,124.2902,2021,10,27.3,83.6,8.7,0
4,BUNAWAN,8.3023,124.3028,2021,10,27.3,83.6,8.7,0
5,BURU-UN,8.1872,124.1688,2021,10,27.3,83.6,8.7,0
6,DALIPUGA,8.3074,124.255,2021,10,27.3,83.6,8.7,1
7,DEL CARMEN,8.2322,124.2578,2021,10,27.3,83.6,8.7,1
8,DIGKILAAN,8.2492,124.3178,2021,10,27.3,83.6,8.7,0
9,DITUCALAN,8.1751,124.1927,2021,10,27.3,83.6,8.7,0
10,DULAG,8.204,124.3694,2021,10,27.3,83.6,8.7,0
11,HINAPLANON,8.2467,124.2592,2021,10,27.3,83.6,8.7,2
12,HINDANG,8.3177,124.3457,2021,10,27.3,83.6,8.7,0
13,KABACSANAN,8.2815,124.3088,2021,10,27.3,83.6,8.7,0
14,KALILANGAN,8.1747,124.3863,2021,10,27.3,83.6,8.7,0
15,KIWALAN,8.2801,124.2668,2021,10,27.3,83.6,8.7,0
16,LANIPAO,8.2266,124.3412,2021,10,27.3,83.6,8.7,0
17,LUINAB,8.2472,124.2681,2021,10,27.3,83.6,8.7,2
18,MAHAYAHAY,8.2219,124.2406,2021,10,27.3,83.6,8.7,0
19,MAINIT,8.2976,124.3876,2021,10,27.3,83.6,8.7,0
20,MANDULOG,8.2442,124.3057,2021,10,27.3,83.6,8.7,0
21,MARIA CRISTINA,8.1989,124.1936,2021,10,27.3,83.6,8.7,2
22,PALAO,8.2286,124.2532,2021,10,27.3,83.6,8.7,2
23,PANOROGANAN,8.1743,124.425,2021,10,27.3,83.6,8.7,0
24,POBLACION,8.2285,124.2344,2021,10,27.3,83.6,8.7,4
25,PUGA-AN,8.2285,124.2742,2021,10,27.3,83.6,8.7,2
26,ROGONGON,8.2395,124.4115,2021,10,27.3,83.6,8.7,0
27,SAN MIGUEL,8.2387,124.2479,2021,10,27.3,83.6,8.7,4
28,SAN ROQUE,8.2578,124.2619,2021,10,27.3,83.6,8.7,2
29,SANTA ELENA,8.1948,124.2273,2021,10,27.3,83.6,8.7,2
30,SANTA FILOMENA,8.2681,124.2593,2021,10,27.3,83.6,8.7,0
31,SANTIAGO,8.2511,124.2444,2021,10,27.3,83.6,8.7,0
32,SANTO ROSARIO,8.2436,124.2525,2021,10,27.3,83.6,8.7,1
33,SARAY-TIBANGA,8.2436,124.2525,2021,10,27.3,83.6,8.7,2
34,SUAREZ,8.1914,124.2173,2021,10,27.3,83.6,8.7,3
35,TAMBACAN,8.2236,124.2347,2021,10,27.3,83.6,8.7,3
36,TIBANGA,8.2402,124.241,2021,10,27.3,83.6,8.7,2
37,TIPANOY,8.1902,124.2634,2021,10,27.3,83.6,8.7,9
38,TOMINOBO PROPER,8.2104,124.2221,2021,10,27.3,83.6,8.7,1
39,TOMINOBO UPPER,8.1688,124.2251,2021,10,27.3,83.6,8.7,0
40,TUBOD,8.2117,124.241,2021,10,27.3,83.6,8.7,4
41,UBALDO LAYA,8.224,124.2449,2021,10,27.3,83.6,8.7,3
42,UPPER HINAPLANON,8.2559,124.2689,2021,10,27.3,83.6,8.7,0
43,VILLA VERDE,8.2331,124.2437,2021,10,27.3,83.6,8.7,0
0,ABUNO,8.1846,124.2571,2021,11,27.0,86.4,9.4,1
1,ACMAC,8.274,124.2649,2021,11,27.0,86.4,9.4,1
2,BAGONG SILANG,8.2418,124.252,2021,11,27.0,86.4,9.4,2
3,BONBONON,8.2667,124.2902,2021,11,27.0,86.4,9.4,0
4,BUNAWAN,8.3023,124.3028,2021,11,27.0,86.4,9.4,0
5,BURU-UN,8.1872,124.1688,2021,11,27.0,86.4,9.4,2
6,DALIPUGA,8.3074,124.255,2021,11,27.0,86.4,9.4,6
7,DEL CARMEN,8.2322,124.2578,2021,11,27.0,86.4,9.4,3
8,DIGKILAAN,8.2492,124.3178,2021,11,27.0,86.4,9.4,0
9,DITUCALAN,8.1751,124.1927,2021,11,27.0,86.4,9.4,0
10,DULAG,8.204,124.3694,2021,11,27.0,86.4,9.4,1
11,HINAPLANON,8.2467,124.2592,2021,11,27.0,86.4,9.4,8
12,HINDANG,8.3177,124.3457,2021,11,27.0,86.4,9.4,0
13,KABACSANAN,8.2815,124.3088,2021,11,27.0,86.4,9.4,0
14,KALILANGAN,8.1747,124.3863,2021,11,27.0,86.4,9.4,0
15,KIWALAN,8.2801,124.2668,2021,11,27.0,86.4,9.4,0
16,LANIPAO,8.2266,124.3412,2021,11,27.0,86.4,9.4,0
17,LUINAB,8.2472,124.2681,2021,11,27.0,86.4,9.4,7
18,MAHAYAHAY,8.2219,124.2406,2021,11,27.0,86.4,9.4,0
