Barangay_No,Barangay,x,y,Year,Month,Dengue Cases,Temperature,Humidity,Rainfall
7,DEL CARMEN,8.2322,124.2578,2013,2,1,24.4,84.7,6.0
8,DIGKILAAN,8.2492,124.3178,2013,2,0,24.4,84.7,6.0
9,DITUCALAN,8.1751,124.1927,2013,2,0,24.4,84.7,6.0
10,HINAPLANON,8.2467,124.2592,2013,2,2,24.4,84.7,6.0
11,HINDANG,8.3177,124.3457,2013,2,0,24.4,84.7,6.0
12,KABACSANAN,8.2815,124.3088,2013,2,0,24.4,84.7,6.0
13,KIWALAN,8.2801,124.2668,2013,2,0,24.4,84.7,6.0
14,LANIPAO,8.2266,124.3412,2013,2,0,24.4,84.7,6.0
15,LUINAB,8.2472,124.2681,2013,2,1,24.4,84.7,6.0
16,MAHAYAHAY,8.2219,124.2406,2013,2,0,24.4,84.7,6.0
17,MAINIT,8.2976,124.3876,2013,2,0,24.4,84.7,6.0
18,MANDULOG,8.2442,124.3057,2013,2,0,24.4,84.7,6.0
19,MARIA CRISTINA,8.1989,124.1936,2013,2,1,24.4,84.7,6.0
20,PALAO,8.2286,124.2532,2013,2,2,24.4,84.7,6.0
21,PANOROGANAN,8.1743,124.425,2013,2,0,24.4,84.7,6.0
22,POBLACION,8.2292,124.2344,2013,2,3,24.4,84.7,6.0
23,PUGA-AN,8.2122,124.2742,2013,2,1,24.4,84.7,6.0
24,ROGONGON,8.2395,124.4115,2013,2,0,24.4,84.7,6.0
25,SAN MIGUEL,8.2387,124.2479,2013,2,2,24.4,84.7,6.0
26,SAN ROQUE,8.2578,124.2619,2013,2,0,24.4,84.7,6.0
27,SANTA ELENA,8.1948,124.2273,2013,2,0,24.4,84.7,6.0
28,SANTA FILOMENA,8.2681,124.2593,2013,2,0,24.4,84.7,6.0
29,SANTIAGO,8.2511,124.2444,2013,2,1,24.4,84.7,6.0
30,SANTO ROSARIO,8.2436,124.2525,2013,2,0,24.4,84.7,6.0
31,SARAY-TIBANGA,8.2349,124.2371,2013,2,0,24.4,84.7,6.0
32,SUAREZ,8.1914,124.2173,2013,2,2,24.4,84.7,6.0
33,TAMBACAN,8.2236,124.2347,2013,2,3,24.4,84.7,6.0
34,TIBANGA,8.2402,124.2415,2013,2,0,24.4,84.7,6.0
35,TIPANOY,8.1902,124.2634,2013,2,1,24.4,84.7,6.0
36,TOMINOBO PROPER,8.2104,124.2221,2013,2,0,24.4,84.7,6.0
37,TOMINOBO UPPER,8.1688,124.2251,2013,2,0,24.4,84.7,6.0
38,TUBOD,8.2117,124.2394,2013,2,7,24.4,84.7,6.0
39,UBALDO LAYA,8.224,124.2449,2013,2,0,24.4,84.7,6.0
40,UPPER HINAPLANON,8.2559,124.2689,2013,2,0,24.4,84.7,6.0
41,VILLA VERDE,8.2331,124.2437,2013,2,0,24.4,84.7,6.0
0,ABUNO,8.1846,124.2571,2013,3,0,25.5,81.1,2.7
1,ACMAC,8.274,124.2649,2013,3,0,25.5,81.1,2.7
2,BAGONG SILANG,8.2418,124.252,2013,3,0,25.5,81.1,2.7
3,BONBONON,8.2667,124.2902,2013,3,0,25.5,81.1,2.7
4,BUNAWAN,8.3023,124.3028,2013,3,0,25.5,81.1,2.7
5,BURU-UN,8.1872,124.1688,2013,3,0,25.5,81.1,2.7
6,DALIPUGA,8.3074,124.255,2013,3,0,25.5,81.1,2.7
7,DEL CARMEN,8.2322,124.2578,2013,3,1,25.5,81.1,2.7
8,DIGKILAAN,8.2492,124.3178,2013,3,0,25.5,81.1,2.7
9,DITUCALAN,8.1751,124.1927,2013,3,0,25.5,81.1,2.7
10,HINAPLANON,8.2467,124.2592,2013,3,1,25.5,81.1,2.7
11,HINDANG,8.3177,124.3457,2013,3,1,25.5,81.1,2.7
12,KABACSANAN,8.2815,124.3088,2013,3,0,25.5,81.1,2.7
13,KIWALAN,8.2801,124.2668,2013,3,0,25.5,81.1,2.7
14,LANIPAO,8.2266,124.3412,2013,3,0,25.5,81.1,2.7
15,LUINAB,8.2472,124.2681,2013,3,0,25.5,81.1,2.7
16,MAHAYAHAY,8.2219,124.2406,2013,3,0,25.5,81.1,2.7
17,MAINIT,8.2976,124.3876,2013,3,0,25.5,81.1,2.7
18,MANDULOG,8.2442,124.3057,2013,3,0,25.5,81.1,2.7
19,MARIA CRISTINA,8.1989,124.1936,2013,3,0,25.5,81.1,2.7
20,PALAO,8.2286,124.2532,2013,3,2,25.5,81.1,2.7
21,PANOROGANAN,8.1743,124.425,2013,3,0,25.5,81.1,2.7
22,POBLACION,8.2292,124.2344,2013,3,4,25.5,81.1,2.7
23,PUGA-AN,8.2122,124.2742,2013,3,0,25.5,81.1,2.7
24,ROGONGON,8.2395,124.4115,2013,3,0,25.5,81.1,2.7
25,SAN MIGUEL,8.2387,124.2479,2013,3,1,25.5,81.1,2.7
26,SAN ROQUE,8.2578,124.2619,2013,3,0,25.5,81.1,2.7
27,SANTA ELENA,8.1948,124.2273,2013,3,0,25.5,81.1,2.7
28,SANTA FILOMENA,8.2681,124.2593,2013,3,0,25.5,81.1,2.7
29,SANTIAGO,8.2511,124.2444,2013,3,0,25.5,81.1,2.7
30,SANTO ROSARIO,8.2436,124.2525,2013,3,0,25.5,81.1,2.7
31,SARAY-TIBANGA,8.2349,124.2371,2013,3,0,25.5,81.1,2.7
32,SUAREZ,8.1914,124.2173,2013,3,2,25.5,81.1,2.7
33,TAMBACAN,8.2236,124.2347,2013,3,0,25.5,81.1,2.7
34,TIBANGA,8.2402,124.2415,2013,3,0,25.5,81.1,2.7
35,TIPANOY,8.1902,124.2634,2013,3,0,25.5,81.1,2.7
36,TOMINOBO PROPER,8.2104,124.2221,2013,3,0,25.5,81.1,2.7
37,TOMINOBO UPPER,8.1688,124.2251,2013,3,0,25.5,81.1,2.7
38,TUBOD,8.2117,124.2394,2013,3,1,25.5,81.1,2.7
39,UBALDO LAYA,8.224,124.2449,2013,3,0,25.5,81.1,2.7
40,UPPER HINAPLANON,8.2559,124.2689,2013,3,0,25.5,81.1,2.7
41,VILLA VERDE,8.2331,124.2437,2013,3,1,25.5,81.1,2.7
0,ABUNO,8.1846,124.2571,2013,4,0,26.0,81.0,4.9
1,ACMAC,8.274,124.2649,2013,4,0,26.0,81.0,4.9
2,BAGONG SILANG,8.2418,124.252,2013,4,0,26.0,81.0,4.9
3,BONBONON,8.2667,124.2902,2013,4,0,26.0,81.0,4.9
4,BUNAWAN,8.3023,124.3028,2013,4,0,26.0,81.0,4.9
5,BURU-UN,8.1872,124.1688,2013,4,0,26.0,81.0,4.9
6,DALIPUGA,8.3074,124.255,2013,4,1,26.0,81.0,4.9
7,DEL CARMEN,8.2322,124.2578,2013,4,1,26.0,81.0,4.9
8,DIGKILAAN,8.2492,124.3178,2013,4,0,26.0,81.0,4.9
9,DITUCALAN,8.1751,124.1927,2013,4,0,26.0,81.0,4.9
10,HINAPLANON,8.2467,124.2592,2013,4,0,26.0,81.0,4.9
11,HINDANG,8.3177,124.3457,2013,4,0,26.0,81.0,4.9
12,KABACSANAN,8.2815,124.3088,2013,4,0,26.0,81.0,4.9
13,KIWALAN,8.2801,124.2668,2013,4,0,26.0,81.0,4.9
14,LANIPAO,8.2266,124.3412,2013,4,0,26.0,81.0,4.9
15,LUINAB,8.2472,124.2681,2013,4,0,26.0,81.0,4.9
16,MAHAYAHAY,8.2219,124.2406,2013,4,1,26.0,81.0,4.9
17,MAINIT,8.2976,124.3876,2013,4,0,26.0,81.0,4.9
18,MANDULOG,8.2442,124.3057,2013,4,0,26.0,81.0,4.9
19,MARIA CRISTINA,8.1989,124.1936,2013,4,1,26.0,81.0,4.9
20,PALAO,8.2286,124.2532,2013,4,0,26.0,81.0,4.9
21,PANOROGANAN,8.1743,124.425,2013,4,0,26.0,81.0,4.9
22,POBLACION,8.2292,124.2344,2013,4,0,26.0,81.0,4.9
23,PUGA-AN,8.2122,124.2742,2013,4,1,26.0,81.0,4.9
24,ROGONGON,8.2395,124.4115,2013,4,0,26.0,81.0,4.9
25,SAN MIGUEL,8.2387,124.2479,2013,4,1,26.0,81.0,4.9
26,SAN ROQUE,8.2578,124.2619,2013,4,0,26.0,81.0,4.9
27,SANTA ELENA,8.1948,124.2273,2013,4,0,26.0,81.0,4.9
28,SANTA FILOMENA,8.2681,124.2593,2013,4,0,26.0,81.0,4.9
29,SANTIAGO,8.2511,124.2444,2013,4,0,26.0,81.0,4.9
30,SANTO ROSARIO,8.2436,124.2525,2013,4,0,26.0,81.0,4.9
31,SARAY-TIBANGA,8.2349,124.2371,2013,4,0,26.0,81.0,4.9
32,SUAREZ,8.1914,124.2173,2013,4,4,26.0,81.0,4.9
33,TAMBACAN,8.2236,124.2347,2013,4,0,26.0,81.0,4.9
34,TIBANGA,8.2402,124.2415,2013,4,0,26.0,81.0,4.9
35,TIPANOY,8.1902,124.2634,2013,4,0,26.0,81.0,4.9
36,TOMINOBO PROPER,8.2104,124.2221,2013,4,0,26.0,81.0,4.9
37,TOMINOBO UPPER,8.1688,124.2251,2013,4,0,26.0,81.0,4.9
38,TUBOD,8.2117,124.2394,2013,4,2,26.0,81.0,4.9
39,UBALDO LAYA,8.224,124.2449,2013,4,0,26.0,81.0,4.9
40,UPPER HINAPLANON,8.2559,124.2689,2013,4,0,26.0,81.0,4.9
41,VILLA VERDE,8.2331,124.2437,2013,4,0,26.0,81.0,4.9
0,ABUNO,8.1846,124.2571,2013,5,0,26.0,82.8,5.2
1,ACMAC,8.274,124.2649,2013,5,1,26.0,82.8,5.2
2,BAGONG SILANG,8.2418,124.252,2013,5,0,26.0,82.8,5.2
3,BONBONON,8.2667,124.2902,2013,5,0,26.0,82.8,5.2
4,BUNAWAN,8.3023,124.3028,2013,5,0,26.0,82.8,5.2
5,BURU-UN,8.1872,124.1688,2013,5,0,26.0,82.8,5.2
6,DALIPUGA,8.3074,124.255,2013,5,0,26.0,82.8,5.2
7,DEL CARMEN,8.2322,124.2578,2013,5,0,26.0,82.8,5.2
8,DIGKILAAN,8.2492,124.3178,2013,5,0,26.0,82.8,5.2
9,DITUCALAN,8.1751,124.1927,2013,5,0,26.0,82.8,5.2
10,HINAPLANON,8.2467,124.2592,2013,5,0,26.0,82.8,5.2
11,HINDANG,8.3177,124.3457,2013,5,0,26.0,82.8,5.2
12,KABACSANAN,8.2815,124.3088,2013,5,0,26.0,82.8,5.2
13,KIWALAN,8.2801,124.2668,2013,5,0,26.0,82.8,5.2
14,LANIPAO,8.2266,124.3412,2013,5,0,26.0,82.8,5.2
15,LUINAB,8.2472,124.2681,2013,5,0,26.0,82.8,5.2
16,MAHAYAHAY,8.2219,124.2406,2013,5,0,26.0,82.8,5.2
17,MAINIT,8.2976,124.3876,2013,5,0,26.0,82.8,5.2
18,MANDULOG,8.2442,124.3057,2013,5,0,26.0,82.8,5.2
19,MARIA CRISTINA,8.1989,124.1936,2013,5,0,26.0,82.8,5.2
20,PALAO,8.2286,124.2532,2013,5,1,26.0,82.8,5.2
21,PANOROGANAN,8.1743,124.425,2013,5,0,26.0,82.8,5.2
22,POBLACION,8.2292,124.2344,2013,5,1,26.0,82.8,5.2
23,PUGA-AN,8.2122,124.2742,2013,5,0,26.0,82.8,5.2
24,ROGONGON,8.2395,124.4115,2013,5,0,26.0,82.8,5.2
25,SAN MIGUEL,8.2387,124.2479,2013,5,0,26.0,82.8,5.2
26,SAN ROQUE,8.2578,124.2619,2013,5,0,26.0,82.8,5.2
27,SANTA ELENA,8.1948,124.2273,2013,5,1,26.0,82.8,5.2
28,SANTA FILOMENA,8.2681,124.2593,2013,5,0,26.0,82.8,5.2
29,SANTIAGO,8.2511,124.2444,2013,5,0,26.0,82.8,5.2
30,SANTO ROSARIO,8.2436,124.2525,2013,5,0,26.0,82.8,5.2
31,SARAY-TIBANGA,8.2349,124.2371,2013,5,0,26.0,82.8,5.2
32,SUAREZ,8.1914,124.2173,2013,5,5,26.0,82.8,5.2
33,TAMBACAN,8.2236,124.2347,2013,5,2,26.0,82.8,5.2
34,TIBANGA,8.2402,124.2415,2013,5,0,26.0,82.8,5.2
35,TIPANOY,8.1902,124.2634,2013,5,0,26.0,82.8,5.2
36,TOMINOBO PROPER,8.2104,124.2221,2013,5,0,26.0,82.8,5.2
37,TOMINOBO UPPER,8.1688,124.2251,2013,5,0,26.0,82.8,5.2
38,TUBOD,8.2117,124.2394,2013,5,1,26.0,82.8,5.2
39,UBALDO LAYA,8.224,124.2449,2013,5,0,26.0,82.8,5.2
40,UPPER HINAPLANON,8.2559,124.2689,2013,5,0,26.0,82.8,5.2
41,VILLA VERDE,8.2331,124.2437,2013,5,2,26.0,82.8,5.2
0,ABUNO,8.1846,124.2571,2013,6,0,24.9,86.9,9.2
1,ACMAC,8.274,124.2649,2013,6,0,24.9,86.9,9.2
2,BAGONG SILANG,8.2418,124.252,2013,6,0,24.9,86.9,9.2
3,BONBONON,8.2667,124.2902,2013,6,0,24.9,86.9,9.2
4,BUNAWAN,8.3023,124.3028,2013,6,0,24.9,86.9,9.2
5,BURU-UN,8.1872,124.1688,2013,6,0,24.9,86.9,9.2
6,DALIPUGA,8.3074,124.255,2013,6,1,24.9,86.9,9.2
7,DEL CARMEN,8.2322,124.2578,2013,6,0,24.9,86.9,9.2
8,DIGKILAAN,8.2492,124.3178,2013,6,0,24.9,86.9,9.2
9,DITUCALAN,8.1751,124.1927,2013,6,0,24.9,86.9,9.2
10,HINAPLANON,8.2467,124.2592,2013,6,0,24.9,86.9,9.2
11,HINDANG,8.3177,124.3457,2013,6,0,24.9,86.9,9.2
12,KABACSANAN,8.2815,124.3088,2013,6,0,24.9,86.9,9.2
13,KIWALAN,8.2801,124.2668,2013,6,0,24.9,86.9,9.2
14,LANIPAO,8.2266,124.3412,2013,6,0,24.9,86.9,9.2
15,LUINAB,8.2472,124.2681,2013,6,0,24.9,86.9,9.2
16,MAHAYAHAY,8.2219,124.2406,2013,6,0,24.9,86.9,9.2
17,MAINIT,8.2976,124.3876,2013,6,0,24.9,86.9,9.2
18,MANDULOG,8.2442,124.3057,2013,6,0,24.9,86.9,9.2
19,MARIA CRISTINA,8.1989,124.1936,2013,6,0,24.9,86.9,9.2
20,PALAO,8.2286,124.2532,2013,6,1,24.9,86.9,9.2
21,PANOROGANAN,8.1743,124.425,2013,6,0,24.9,86.9,9.2
22,POBLACION,8.2292,124.2344,2013,6,1,24.9,86.9,9.2
23,PUGA-AN,8.2122,124.2742,2013,6,0,24.9,86.9,9.2
24,ROGONGON,8.2395,124.4115,2013,6,0,24.9,86.9,9.2
25,SAN MIGUEL,8.2387,124.2479,2013,6,0,24.9,86.9,9.2
26,SAN ROQUE,8.2578,124.2619,2013,6,0,24.9,86.9,9.2
27,SANTA ELENA,8.1948,124.2273,2013,6,0,24.9,86.9,9.2
28,SANTA FILOMENA,8.2681,124.2593,2013,6,0,24.9,86.9,9.2
29,SANTIAGO,8.2511,124.2444,2013,6,0,24.9,86.9,9.2
30,SANTO ROSARIO,8.2436,124.2525,2013,6,0,24.9,86.9,9.2
31,SARAY-TIBANGA,8.2349,124.2371,2013,6,0,24.9,86.9,9.2
32,SUAREZ,8.1914,124.2173,2013,6,1,24.9,86.9,9.2
33,TAMBACAN,8.2236,124.2347,2013,6,1,24.9,86.9,9.2
34,TIBANGA,8.2402,124.2415,2013,6,0,24.9,86.9,9.2
35,TIPANOY,8.1902,124.2634,2013,6,1,24.9,86.9,9.2
36,TOMINOBO PROPER,8.2104,124.2221,2013,6,0,24.9,86.9,9.2
37,TOMINOBO UPPER,8.1688,124.2251,2013,6,0,24.9,86.9,9.2
38,TUBOD,8.2117,124.2394,2013,6,0,24.9,86.9,9.2
39,UBALDO LAYA,8.224,124.2449,2013,6,1,24.9,86.9,9.2
40,UPPER HINAPLANON,8.2559,124.2689,2013,6,0,24.9,86.9,9.2
41,VILLA VERDE,8.2331,124.2437,2013,6,0,24.9,86.9,9.2
0,ABUNO,8.1846,124.2571,2013,7,1,24.5,87.7,11.0
1,ACMAC,8.274,124.2649,2013,7,0,24.5,87.7,11.0
2,BAGONG SILANG,8.2418,124.252,2013,7,1,24.5,87.7,11.0
3,BONBONON,8.2667,124.2902,2013,7,0,24.5,87.7,11.0
4,BUNAWAN,8.3023,124.3028,2013,7,0,24.5,87.7,11.0
5,BURU-UN,8.1872,124.1688,2013,7,1,24.5,87.7,11.0
6,DALIPUGA,8.3074,124.255,2013,7,3,24.5,87.7,11.0
7,DEL CARMEN,8.2322,124.2578,2013,7,0,24.5,87.7,11.0
8,DIGKILAAN,8.2492,124.3178,2013,7,0,24.5,87.7,11.0
9,DITUCALAN,8.1751,124.1927,2013,7,0,24.5,87.7,11.0
10,HINAPLANON,8.2467,124.2592,2013,7,0,24.5,87.7,11.0
11,HINDANG,8.3177,124.3457,2013,7,0,24.5,87.7,11.0
12,KABACSANAN,8.2815,124.3088,2013,7,0,24.5,87.7,11.0
13,KIWALAN,8.2801,124.2668,2013,7,0,24.5,87.7,11.0
14,LANIPAO,8.2266,124.3412,2013,7,0,24.5,87.7,11.0
15,LUINAB,8.2472,124.2681,2013,7,0,24.5,87.7,11.0
16,MAHAYAHAY,8.2219,124.2406,2013,7,1,24.5,87.7,11.0
17,MAINIT,8.2976,124.3876,2013,7,0,24.5,87.7,11.0
18,MANDULOG,8.2442,124.3057,2013,7,0,24.5,87.7,11.0
19,MARIA CRISTINA,8.1989,124.1936,2013,7,1,24.5,87.7,11.0
20,PALAO,8.2286,124.2532,2013,7,1,24.5,87.7,11.0
21,PANOROGANAN,8.1743,124.425,2013,7,0,24.5,87.7,11.0
22,POBLACION,8.2292,124.2344,2013,7,4,24.5,87.7,11.0
23,PUGA-AN,8.2122,124.2742,2013,7,0,24.5,87.7,11.0
24,ROGONGON,8.2395,124.4115,2013,7,0,24.5,87.7,11.0
25,SAN MIGUEL,8.2387,124.2479,2013,7,1,24.5,87.7,11.0
26,SAN ROQUE,8.2578,124.2619,2013,7,0,24.5,87.7,11.0
27,SANTA ELENA,8.1948,124.2273,2013,7,0,24.5,87.7,11.0
28,SANTA FILOMENA,8.2681,124.2593,2013,7,0,24.5,87.7,11.0
29,SANTIAGO,8.2511,124.2444,2013,7,0,24.5,87.7,11.0
30,SANTO ROSARIO,8.2436,124.2525,2013,7,0,24.5,87.7,11.0
31,SARAY-TIBANGA,8.2349,124.2371,2013,7,0,24.5,87.7,11.0
32,SUAREZ,8.1914,124.2173,2013,7,3,24.5,87.7,11.0
33,TAMBACAN,8.2236,124.2347,2013,7,0,24.5,87.7,11.0
34,TIBANGA,8.2402,124.2415,2013,7,0,24.5,87.7,11.0
35,TIPANOY,8.1902,124.2634,2013,7,0,24.5,87.7,11.0
36,TOMINOBO PROPER,8.2104,124.2221,2013,7,2,24.5,87.7,11.0
37,TOMINOBO UPPER,8.1688,124.2251,2013,7,0,24.5,87.7,11.0
38,TUBOD,8.2117,124.2394,2013,7,0,24.5,87.7,11.0
39,UBALDO LAYA,8.224,124.2449,2013,7,0,24.5,87.7,11.0
40,UPPER HINAPLANON,8.2559,124.2689,2013,7,0,24.5,87.7,11.0
41,VILLA VERDE,8.2331,124.2437,2013,7,4,24.5,87.7,11.0
0,ABUNO,8.1846,124.2571,2013,8,0,24.3,87.2,6.9
1,ACMAC,8.274,124.2649,2013,8,0,24.3,87.2,6.9
2,BAGONG SILANG,8.2418,124.252,2013,8,2,24.3,87.2,6.9
3,BONBONON,8.2667,124.2902,2013,8,1,24.3,87.2,6.9
4,BUNAWAN,8.3023,124.3028,2013,8,0,24.3,87.2,6.9
5,BURU-UN,8.1872,124.1688,2013,8,0,24.3,87.2,6.9
6,DALIPUGA,8.3074,124.255,2013,8,1,24.3,87.2,6.9
7,DEL CARMEN,8.2322,124.2578,2013,8,1,24.3,87.2,6.9
8,DIGKILAAN,8.2492,124.3178,2013,8,0,24.3,87.2,6.9
9,DITUCALAN,8.1751,124.1927,2013,8,0,24.3,87.2,6.9
10,HINAPLANON,8.2467,124.2592,2013,8,0,24.3,87.2,6.9
11,HINDANG,8.3177,124.3457,2013,8,0,24.3,87.2,6.9
12,KABACSANAN,8.2815,124.3088,2013,8,0,24.3,87.2,6.9
13,KIWALAN,8.2801,124.2668,2013,8,0,24.3,87.2,6.9
14,LANIPAO,8.2266,124.3412,2013,8,0,24.3,87.2,6.9
15,LUINAB,8.2472,124.2681,2013,8,0,24.3,87.2,6.9
16,MAHAYAHAY,8.2219,124.2406,2013,8,0,24.3,87.2,6.9
17,MAINIT,8.2976,124.3876,2013,8,0,24.3,87.2,6.9
18,MANDULOG,8.2442,124.3057,2013,8,1,24.3,87.2,6.9
19,MARIA CRISTINA,8.1989,124.1936,2013,8,0,24.3,87.2,6.9
20,PALAO,8.2286,124.2532,2013,8,0,24.3,87.2,6.9
21,PANOROGANAN,8.1743,124.425,2013,8,0,24.3,87.2,6.9
22,POBLACION,8.2292,124.2344,2013,8,1,24.3,87.2,6.9
23,PUGA-AN,8.2122,124.2742,2013,8,0,24.3,87.2,6.9
24,ROGONGON,8.2395,124.4115,2013,8,0,24.3,87.2,6.9
25,SAN MIGUEL,8.2387,124.2479,2013,8,0,24.3,87.2,6.9
26,SAN ROQUE,8.2578,124.2619,2013,8,0,24.3,87.2,6.9
27,SANTA ELENA,8.1948,124.2273,2013,8,0,24.3,87.2,6.9
28,SANTA FILOMENA,8.2681,124.2593,2013,8,0,24.3,87.2,6.9
29,SANTIAGO,8.2511,124.2444,2013,8,1,24.3,87.2,6.9
30,SANTO ROSARIO,8.2436,124.2525,2013,8,0,24.3,87.2,6.9
31,SARAY-TIBANGA,8.2349,124.2371,2013,8,0,24.3,87.2,6.9
32,SUAREZ,8.1914,124.2173,2013,8,3,24.3,87.2,6.9
33,TAMBACAN,8.2236,124.2347,2013,8,0,24.3,87.2,6.9
34,TIBANGA,8.2402,124.2415,2013,8,0,24.3,87.2,6.9
35,TIPANOY,8.1902,124.2634,2013,8,3,24.3,87.2,6.9
36,TOMINOBO PROPER,8.2104,124.2221,2013,8,1,24.3,87.2,6.9
37,TOMINOBO UPPER,8.1688,124.2251,2013,8,0,24.3,87.2,6.9
38,TUBOD,8.2117,124.2394,2013,8,4,24.3,87.2,6.9
39,UBALDO LAYA,8.224,124.2449,2013,8,0,24.3,87.2,6.9
40,UPPER HINAPLANON,8.2559,124.2689,2013,8,0,24.3,87.2,6.9
41,VILLA VERDE,8.2331,124.2437,2013,8,1,24.3,87.2,6.9
0,ABUNO,8.1846,124.2571,2013,9,0,24.6,86.5,4.9
1,ACMAC,8.274,124.2649,2013,9,1,24.6,86.5,4.9
2,BAGONG SILANG,8.2418,124.252,2013,9,0,24.6,86.5,4.9
3,BONBONON,8.2667,124.2902,2013,9,0,24.6,86.5,4.9
4,BUNAWAN,8.3023,124.3028,2013,9,0,24.6,86.5,4.9
5,BURU-UN,8.1872,124.1688,2013,9,0,24.6,86.5,4.9
6,DALIPUGA,8.3074,124.255,2013,9,2,24.6,86.5,4.9
7,DEL CARMEN,8.2322,124.2578,2013,9,1,24.6,86.5,4.9
8,DIGKILAAN,8.2492,124.3178,2013,9,0,24.6,86.5,4.9
9,DITUCALAN,8.1751,124.1927,2013,9,0,24.6,86.5,4.9
10,HINAPLANON,8.2467,124.2592,2013,9,3,24.6,86.5,4.9
11,HINDANG,8.3177,124.3457,2013,9,0,24.6,86.5,4.9
12,KABACSANAN,8.2815,124.3088,2013,9,0,24.6,86.5,4.9
13,KIWALAN,8.2801,124.2668,2013,9,0,24.6,86.5,4.9
14,LANIPAO,8.2266,124.3412,2013,9,0,24.6,86.5,4.9
15,LUINAB,8.2472,124.2681,2013,9,4,24.6,86.5,4.9
16,MAHAYAHAY,8.2219,124.2406,2013,9,2,24.6,86.5,4.9
17,MAINIT,8.2976,124.3876,2013,9,0,24.6,86.5,4.9
18,MANDULOG,8.2442,124.3057,2013,9,1,24.6,86.5,4.9
19,MARIA CRISTINA,8.1989,124.1936,2013,9,1,24.6,86.5,4.9
20,PALAO,8.2286,124.2532,2013,9,3,24.6,86.5,4.9
21,PANOROGANAN,8.1743,124.425,2013,9,0,24.6,86.5,4.9
22,POBLACION,8.2292,124.2344,2013,9,5,24.6,86.5,4.9
23,PUGA-AN,8.2122,124.2742,2013,9,0,24.6,86.5,4.9
24,ROGONGON,8.2395,124.4115,2013,9,0,24.6,86.5,4.9
25,SAN MIGUEL,8.2387,124.2479,2013,9,2,24.6,86.5,4.9
26,SAN ROQUE,8.2578,124.2619,2013,9,0,24.6,86.5,4.9
27,SANTA ELENA,8.1948,124.2273,2013,9,0,24.6,86.5,4.9
28,SANTA FILOMENA,8.2681,124.2593,2013,9,2,24.6,86.5,4.9
29,SANTIAGO,8.2511,124.2444,2013,9,0,24.6,86.5,4.9
30,SANTO ROSARIO,8.2436,124.2525,2013,9,0,24.6,86.5,4.9
31,SARAY-TIBANGA,8.2349,124.2371,2013,9,1,24.6,86.5,4.9
32,SUAREZ,8.1914,124.2173,2013,9,2,24.6,86.5,4.9
33,TAMBACAN,8.2236,124.2347,2013,9,1,24.6,86.5,4.9
34,TIBANGA,8.2402,124.2415,2013,9,0,24.6,86.5,4.9
35,TIPANOY,8.1902,124.2634,2013,9,2,24.6,86.5,4.9
36,TOMINOBO PROPER,8.2104,124.2221,2013,9,4,24.6,86.5,4.9
37,TOMINOBO UPPER,8.1688,124.2251,2013,9,0,24.6,86.5,4.9
38,TUBOD,8.2117,124.2394,2013,9,10,24.6,86.5,4.9
39,UBALDO LAYA,8.224,124.2449,2013,9,0,24.6,86.5,4.9
40,UPPER HINAPLANON,8.2559,124.2689,2013,9,1,24.6,86.5,4.9
41,VILLA VERDE,8.2331,124.2437,2013,9,2,24.6,86.5,4.9
0,ABUNO,8.1846,124.2571,2013,10,0,24.0,88.0,10.4
1,ACMAC,8.274,124.2649,2013,10,2,24.0,88.0,10.4
2,BAGONG SILANG,8.2418,124.252,2013,10,1,24.0,88.0,10.4
3,BONBONON,8.2667,124.2902,2013,10,0,24.0,88.0,10.4
4,BUNAWAN,8.3023,124.3028,2013,10,0,24.0,88.0,10.4
5,BURU-UN,8.1872,124.1688,2013,10,2,24.0,88.0,10.4
6,DALIPUGA,8.3074,124.255,2013,10,1,24.0,88.0,10.4
7,DEL CARMEN,8.2322,124.2578,2013,10,0,24.0,88.0,10.4
8,DIGKILAAN,8.2492,124.3178,2013,10,0,24.0,88.0,10.4
9,DITUCALAN,8.1751,124.1927,2013,10,0,24.0,88.0,10.4
10,HINAPLANON,8.2467,124.2592,2013,10,1,24.0,88.0,10.4
11,HINDANG,8.3177,124.3457,2013,10,0,24.0,88.0,10.4
12,KABACSANAN,8.2815,124.3088,2013,10,0,24.0,88.0,10.4
13,KIWALAN,8.2801,124.2668,2013,10,0,24.0,88.0,10.4
14,LANIPAO,8.2266,124.3412,2013,10,0,24.0,88.0,10.4
15,LUINAB,8.2472,124.2681,2013,10,0,24.0,88.0,10.4
16,MAHAYAHAY,8.2219,124.2406,2013,10,1,24.0,88.0,10.4
17,MAINIT,8.2976,124.3876,2013,10,0,24.0,88.0,10.4
18,MANDULOG,8.2442,124.3057,2013,10,0,24.0,88.0,10.4
19,MARIA CRISTINA,8.1989,124.1936,2013,10,3,24.0,88.0,10.4
20,PALAO,8.2286,124.2532,2013,10,1,24.0,88.0,10.4
21,PANOROGANAN,8.1743,124.425,2013,10,0,24.0,88.0,10.4
22,POBLACION,8.2292,124.2344,2013,10,0,24.0,88.0,10.4
23,PUGA-AN,8.2122,124.2742,2013,10,0,24.0,88.0,10.4
24,ROGONGON,8.2395,124.4115,2013,10,0,24.0,88.0,10.4
25,SAN MIGUEL,8.2387,124.2479,2013,10,1,24.0,88.0,10.4
26,SAN ROQUE,8.2578,124.2619,2013,10,4,24.0,88.0,10.4
