Barangay_No,Barangay,Month,Year,x,y,Dengue Cases
1,ACMAC,5,2017,8.274,124.2649,0
1,ACMAC,5,2018,8.274,124.2649,0
1,ACMAC,5,2019,8.274,124.2649,2
1,ACMAC,5,2020,8.274,124.2649,0
1,ACMAC,5,2021,8.274,124.2649,0
1,ACMAC,5,2016,8.274,124.2649,0
1,ACMAC,5,2015,8.274,124.2649,0
1,ACMAC,5,2014,8.274,124.2649,0
1,ACMAC,6,2017,8.274,124.2649,0
1,ACMAC,6,2018,8.274,124.2649,0
1,ACMAC,6,2019,8.274,124.2649,2
1,ACMAC,6,2020,8.274,124.2649,0
1,ACMAC,6,2021,8.274,124.2649,0
1,ACMAC,6,2016,8.274,124.2649,0
1,ACMAC,6,2015,8.274,124.2649,0
1,ACMAC,6,2014,8.274,124.2649,0
1,ACMAC,7,2017,8.274,124.2649,0
1,ACMAC,7,2018,8.274,124.2649,0
1,ACMAC,7,2019,8.274,124.2649,17
1,ACMAC,7,2020,8.274,124.2649,0
1,ACMAC,7,2021,8.274,124.2649,0
1,ACMAC,7,2016,8.274,124.2649,0
1,ACMAC,7,2015,8.274,124.2649,0
1,ACMAC,7,2014,8.274,124.2649,0
1,ACMAC,8,2017,8.274,124.2649,0
1,ACMAC,8,2018,8.274,124.2649,0
1,ACMAC,8,2019,8.274,124.2649,5
1,ACMAC,8,2020,8.274,124.2649,1
1,ACMAC,8,2021,8.274,124.2649,1
1,ACMAC,8,2016,8.274,124.2649,0
1,ACMAC,8,2015,8.274,124.2649,0
1,ACMAC,8,2014,8.274,124.2649,0
1,ACMAC,9,2017,8.274,124.2649,0
1,ACMAC,9,2018,8.274,124.2649,0
1,ACMAC,9,2019,8.274,124.2649,0
1,ACMAC,9,2020,8.274,124.2649,0
1,ACMAC,9,2021,8.274,124.2649,0
1,ACMAC,9,2016,8.274,124.2649,0
1,ACMAC,9,2015,8.274,124.2649,0
1,ACMAC,9,2014,8.274,124.2649,0
1,ACMAC,10,2017,8.274,124.2649,0
1,ACMAC,10,2018,8.274,124.2649,1
1,ACMAC,10,2019,8.274,124.2649,3
1,ACMAC,10,2020,8.274,124.2649,0
1,ACMAC,10,2021,8.274,124.2649,2
1,ACMAC,10,2016,8.274,124.2649,0
1,ACMAC,10,2015,8.274,124.2649,0
1,ACMAC,10,2014,8.274,124.2649,0
1,ACMAC,11,2017,8.274,124.2649,0
1,ACMAC,11,2018,8.274,124.2649,1
1,ACMAC,11,2019,8.274,124.2649,1
1,ACMAC,11,2020,8.274,124.2649,1
1,ACMAC,11,2021,8.274,124.2649,1
1,ACMAC,11,2016,8.274,124.2649,0
1,ACMAC,11,2015,8.274,124.2649,0
1,ACMAC,11,2014,8.274,124.2649,0
1,ACMAC,12,2017,8.274,124.2649,0
1,ACMAC,12,2018,8.274,124.2649,3
1,ACMAC,12,2019,8.274,124.2649,1
1,ACMAC,12,2020,8.274,124.2649,0
1,ACMAC,12,2021,8.274,124.2649,1
1,ACMAC,12,2016,8.274,124.2649,0
1,ACMAC,12,2015,8.274,124.2649,0
1,ACMAC,12,2014,8.274,124.2649,0
2,BAGONG SILANG,1,2017,8.2418,124.252,1
2,BAGONG SILANG,1,2018,8.2418,124.252,0
2,BAGONG SILANG,1,2019,8.2418,124.252,7
2,BAGONG SILANG,1,2020,8.2418,124.252,2
2,BAGONG SILANG,1,2021,8.2418,124.252,0
2,BAGONG SILANG,1,2016,8.2418,124.252,0
2,BAGONG SILANG,1,2015,8.2418,124.252,0
2,BAGONG SILANG,1,2014,8.2418,124.252,0
2,BAGONG SILANG,2,2017,8.2418,124.252,1
2,BAGONG SILANG,2,2018,8.2418,124.252,0
2,BAGONG SILANG,2,2019,8.2418,124.252,4
2,BAGONG SILANG,2,2020,8.2418,124.252,0
2,BAGONG SILANG,2,2021,8.2418,124.252,1
2,BAGONG SILANG,2,2016,8.2418,124.252,0
2,BAGONG SILANG,2,2015,8.2418,124.252,0
2,BAGONG SILANG,2,2014,8.2418,124.252,0
2,BAGONG SILANG,3,2017,8.2418,124.252,1
2,BAGONG SILANG,3,2018,8.2418,124.252,0
2,BAGONG SILANG,3,2019,8.2418,124.252,4
2,BAGONG SILANG,3,2020,8.2418,124.252,1
2,BAGONG SILANG,3,2021,8.2418,124.252,1
2,BAGONG SILANG,3,2016,8.2418,124.252,0
2,BAGONG SILANG,3,2015,8.2418,124.252,0
2,BAGONG SILANG,3,2014,8.2418,124.252,0
2,BAGONG SILANG,4,2017,8.2418,124.252,1
2,BAGONG SILANG,4,2018,8.2418,124.252,0
2,BAGONG SILANG,4,2019,8.2418,124.252,0
2,BAGONG SILANG,4,2020,8.2418,124.252,0
2,BAGONG SILANG,4,2021,8.2418,124.252,0
2,BAGONG SILANG,4,2016,8.2418,124.252,0
2,BAGONG SILANG,4,2015,8.2418,124.252,0
2,BAGONG SILANG,4,2014,8.2418,124.252,0
2,BAGONG SILANG,5,2017,8.2418,124.252,1
2,BAGONG SILANG,5,2018,8.2418,124.252,0
2,BAGONG SILANG,5,2019,8.2418,124.252,0
2,BAGONG SILANG,5,2020,8.2418,124.252,0
2,BAGONG SILANG,5,2021,8.2418,124.252,0
2,BAGONG SILANG,5,2016,8.2418,124.252,0
2,BAGONG SILANG,5,2015,8.2418,124.252,0
2,BAGONG SILANG,5,2014,8.2418,124.252,0
2,BAGONG SILANG,6,2017,8.2418,124.252,0
2,BAGONG SILANG,6,2018,8.2418,124.252,0
2,BAGONG SILANG,6,2019,8.2418,124.252,0
2,BAGONG SILANG,6,2020,8.2418,124.252,0
2,BAGONG SILANG,6,2021,8.2418,124.252,1
2,BAGONG SILANG,6,2016,8.2418,124.252,0
2,BAGONG SILANG,6,2015,8.2418,124.252,0
2,BAGONG SILANG,6,2014,8.2418,124.252,0
2,BAGONG SILANG,7,2017,8.2418,124.252,1
2,BAGONG SILANG,7,2018,8.2418,124.252,0
2,BAGONG SILANG,7,2019,8.2418,124.252,6
2,BAGONG SILANG,7,2020,8.2418,124.252,0
2,BAGONG SILANG,7,2021,8.2418,124.252,1
2,BAGONG SILANG,7,2016,8.2418,124.252,0
2,BAGONG SILANG,7,2015,8.2418,124.252,0
2,BAGONG SILANG,7,2014,8.2418,124.252,0
2,BAGONG SILANG,8,2017,8.2418,124.252,0
2,BAGONG SILANG,8,2018,8.2418,124.252,0
2,BAGONG SILANG,8,2019,8.2418,124.252,7
2,BAGONG SILANG,8,2020,8.2418,124.252,0
2,BAGONG SILANG,8,2021,8.2418,124.252,3
2,BAGONG SILANG,8,2016,8.2418,124.252,0
2,BAGONG SILANG,8,2015,8.2418,124.252,0
2,BAGONG SILANG,8,2014,8.2418,124.252,0
2,BAGONG SILANG,9,2017,8.2418,124.252,0
2,BAGONG SILANG,9,2018,8.2418,124.252,0
2,BAGONG SILANG,9,2019,8.2418,124.252,6
2,BAGONG SILANG,9,2020,8.2418,124.252,0
2,BAGONG SILANG,9,2021,8.2418,124.252,0
2,BAGONG SILANG,9,2016,8.2418,124.252,0
2,BAGONG SILANG,9,2015,8.2418,124.252,0
2,BAGONG SILANG,9,2014,8.2418,124.252,0
2,BAGONG SILANG,10,2017,8.2418,124.252,0
2,BAGONG SILANG,10,2018,8.2418,124.252,0
2,BAGONG SILANG,10,2019,8.2418,124.252,3
2,BAGONG SILANG,10,2020,8.2418,124.252,0
2,BAGONG SILANG,10,2021,8.2418,124.252,1
2,BAGONG SILANG,10,2016,8.2418,124.252,0
2,BAGONG SILANG,10,2015,8.2418,124.252,0
2,BAGONG SILANG,10,2014,8.2418,124.252,0
2,BAGONG SILANG,11,2017,8.2418,124.252,1
2,BAGONG SILANG,11,2018,8.2418,124.252,0
2,BAGONG SILANG,11,2019,8.2418,124.252,2
2,BAGONG SILANG,11,2020,8.2418,124.252,1
2,BAGONG SILANG,11,2021,8.2418,124.252,2
2,BAGONG SILANG,11,2016,8.2418,124.252,0
2,BAGONG SILANG,11,2015,8.2418,124.252,0
2,BAGONG SILANG,11,2014,8.2418,124.252,0
2,BAGONG SILANG,12,2017,8.2418,124.252,0
2,BAGONG SILANG,12,2018,8.2418,124.252,2
2,BAGONG SILANG,12,2019,8.2418,124.252,0
2,BAGONG SILANG,12,2020,8.2418,124.252,0
2,BAGONG SILANG,12,2021,8.2418,124.252,4
2,BAGONG SILANG,12,2016,8.2418,124.252,0
2,BAGONG SILANG,12,2015,8.2418,124.252,0
2,BAGONG SILANG,12,2014,8.2418,124.252,0
3,BONBONON,1,2017,8.2667,124.2902,0
3,BONBONON,1,2018,8.2667,124.2902,0
3,BONBONON,1,2019,8.2667,124.2902,3
3,BONBONON,1,2020,8.2667,124.2902,1
3,BONBONON,1,2021,8.2667,124.2902,0
3,BONBONON,1,2016,8.2667,124.2902,0
3,BONBONON,1,2015,8.2667,124.2902,0
3,BONBONON,1,2014,8.2667,124.2902,0
3,BONBONON,2,2017,8.2667,124.2902,0
3,BONBONON,2,2018,8.2667,124.2902,0
3,BONBONON,2,2019,8.2667,124.2902,0
3,BONBONON,2,2020,8.2667,124.2902,0
3,BONBONON,2,2021,8.2667,124.2902,0
3,BONBONON,2,2016,8.2667,124.2902,0
3,BONBONON,2,2015,8.2667,124.2902,0
3,BONBONON,2,2014,8.2667,124.2902,0
3,BONBONON,3,2017,8.2667,124.2902,0
3,BONBONON,3,2018,8.2667,124.2902,0
3,BONBONON,3,2019,8.2667,124.2902,0
3,BONBONON,3,2020,8.2667,124.2902,0
3,BONBONON,3,2021,8.2667,124.2902,0
3,BONBONON,3,2016,8.2667,124.2902,0
3,BONBONON,3,2015,8.2667,124.2902,0
3,BONBONON,3,2014,8.2667,124.2902,0
3,BONBONON,4,2017,8.2667,124.2902,0
3,BONBONON,4,2018,8.2667,124.2902,0
3,BONBONON,4,2019,8.2667,124.2902,0
3,BONBONON,4,2020,8.2667,124.2902,0
3,BONBONON,4,2021,8.2667,124.2902,2
3,BONBONON,4,2016,8.2667,124.2902,0
3,BONBONON,4,2015,8.2667,124.2902,0
3,BONBONON,4,2014,8.2667,124.2902,0
3,BONBONON,5,2017,8.2667,124.2902,0
3,BONBONON,5,2018,8.2667,124.2902,0
3,BONBONON,5,2019,8.2667,124.2902,0
3,BONBONON,5,2020,8.2667,124.2902,0
3,BONBONON,5,2021,8.2667,124.2902,1
3,BONBONON,5,2016,8.2667,124.2902,0
3,BONBONON,5,2015,8.2667,124.2902,0
3,BONBONON,5,2014,8.2667,124.2902,0
3,BONBONON,6,2017,8.2667,124.2902,0
3,BONBONON,6,2018,8.2667,124.2902,0
3,BONBONON,6,2019,8.2667,124.2902,1
3,BONBONON,6,2020,8.2667,124.2902,0
3,BONBONON,6,2021,8.2667,124.2902,0
3,BONBONON,6,2016,8.2667,124.2902,0
3,BONBONON,6,2015,8.2667,124.2902,0
3,BONBONON,6,2014,8.2667,124.2902,0
3,BONBONON,7,2017,8.2667,124.2902,0
3,BONBONON,7,2018,8.2667,124.2902,0
3,BONBONON,7,2019,8.2667,124.2902,1
3,BONBONON,7,2020,8.2667,124.2902,0
3,BONBONON,7,2021,8.2667,124.2902,0
3,BONBONON,7,2016,8.2667,124.2902,0
3,BONBONON,7,2015,8.2667,124.2902,0
3,BONBONON,7,2014,8.2667,124.2902,0
3,BONBONON,8,2017,8.2667,124.2902,0
3,BONBONON,8,2018,8.2667,124.2902,0
3,BONBONON,8,2019,8.2667,124.2902,0
3,BONBONON,8,2020,8.2667,124.2902,0
3,BONBONON,8,2021,8.2667,124.2902,0
3,BONBONON,8,2016,8.2667,124.2902,0
3,BONBONON,8,2015,8.2667,124.2902,0
3,BONBONON,8,2014,8.2667,124.2902,0
3,BONBONON,9,2017,8.2667,124.2902,0
3,BONBONON,9,2018,8.2667,124.2902,0
3,BONBONON,9,2019,8.2667,124.2902,0
3,BONBONON,9,2020,8.2667,124.2902,0
3,BONBONON,9,2021,8.2667,124.2902,0
3,BONBONON,9,2016,8.2667,124.2902,0
3,BONBONON,9,2015,8.2667,124.2902,0
3,BONBONON,9,2014,8.2667,124.2902,0
3,BONBONON,10,2017,8.2667,124.2902,0
3,BONBONON,10,2018,8.2667,124.2902,0
3,BONBONON,10,2019,8.2667,124.2902,1
3,BONBONON,10,2020,8.2667,124.2902,0
3,BONBONON,10,2021,8.2667,124.2902,0
3,BONBONON,10,2016,8.2667,124.2902,0
3,BONBONON,10,2015,8.2667,124.2902,0
3,BONBONON,10,2014,8.2667,124.2902,0
3,BONBONON,11,2017,8.2667,124.2902,0
3,BONBONON,11,2018,8.2667,124.2902,0
3,BONBONON,11,2019,8.2667,124.2902,0
3,BONBONON,11,2020,8.2667,124.2902,0
3,BONBONON,11,2021,8.2667,124.2902,0
3,BONBONON,11,2016,8.2667,124.2902,0
3,BONBONON,11,2015,8.2667,124.2902,0
3,BONBONON,11,2014,8.2667,124.2902,0
3,BONBONON,12,2017,8.2667,124.2902,0
3,BONBONON,12,2018,8.2667,124.2902,0
3,BONBONON,12,2019,8.2667,124.2902,0
3,BONBONON,12,2020,8.2667,124.2902,0
3,BONBONON,12,2021,8.2667,124.2902,0
3,BONBONON,12,2016,8.2667,124.2902,0
3,BONBONON,12,2015,8.2667,124.2902,0
3,BONBONON,12,2014,8.2667,124.2902,0
4,BUNAWAN,1,2017,8.3023,124.3028,0
4,BUNAWAN,1,2018,8.3023,124.3028,0
4,BUNAWAN,1,2019,8.3023,124.3028,0
4,BUNAWAN,1,2020,8.3023,124.3028,0
4,BUNAWAN,1,2021,8.3023,124.3028,0
4,BUNAWAN,1,2016,8.3023,124.3028,0
4,BUNAWAN,1,2015,8.3023,124.3028,0
4,BUNAWAN,1,2014,8.3023,124.3028,0
4,BUNAWAN,2,2017,8.3023,124.3028,0
4,BUNAWAN,2,2018,8.3023,124.3028,0
4,BUNAWAN,2,2019,8.3023,124.3028,0
4,BUNAWAN,2,2020,8.3023,124.3028,0
4,BUNAWAN,2,2021,8.3023,124.3028,0
4,BUNAWAN,2,2016,8.3023,124.3028,0
4,BUNAWAN,2,2015,8.3023,124.3028,0
4,BUNAWAN,2,2014,8.3023,124.3028,0
4,BUNAWAN,3,2017,8.3023,124.3028,0
4,BUNAWAN,3,2018,8.3023,124.3028,0
4,BUNAWAN,3,2019,8.3023,124.3028,0
4,BUNAWAN,3,2020,8.3023,124.3028,0
4,BUNAWAN,3,2021,8.3023,124.3028,0
4,BUNAWAN,3,2016,8.3023,124.3028,0
4,BUNAWAN,3,2015,8.3023,124.3028,0
4,BUNAWAN,3,2014,8.3023,124.3028,0
4,BUNAWAN,4,2017,8.3023,124.3028,0
4,BUNAWAN,4,2018,8.3023,124.3028,0
4,BUNAWAN,4,2019,8.3023,124.3028,0
4,BUNAWAN,4,2020,8.3023,124.3028,0
4,BUNAWAN,4,2021,8.3023,124.3028,0
4,BUNAWAN,4,2016,8.3023,124.3028,0
4,BUNAWAN,4,2015,8.3023,124.3028,0
4,BUNAWAN,4,2014,8.3023,124.3028,0
4,BUNAWAN,5,2017,8.3023,124.3028,0
4,BUNAWAN,5,2018,8.3023,124.3028,0
4,BUNAWAN,5,2019,8.3023,124.3028,0
4,BUNAWAN,5,2020,8.3023,124.3028,0
4,BUNAWAN,5,2021,8.3023,124.3028,0
4,BUNAWAN,5,2016,8.3023,124.3028,0
4,BUNAWAN,5,2015,8.3023,124.3028,0
4,BUNAWAN,5,2014,8.3023,124.3028,0
4,BUNAWAN,6,2017,8.3023,124.3028,0
4,BUNAWAN,6,2018,8.3023,124.3028,0
4,BUNAWAN,6,2019,8.3023,124.3028,0
4,BUNAWAN,6,2020,8.3023,124.3028,0
4,BUNAWAN,6,2021,8.3023,124.3028,0
4,BUNAWAN,6,2016,8.3023,124.3028,0
4,BUNAWAN,6,2015,8.3023,124.3028,0
4,BUNAWAN,6,2014,8.3023,124.3028,0
4,BUNAWAN,7,2017,8.3023,124.3028,0
