Barangay_No,Barangay,Month,Year,x,y,Dengue Cases
42,VILLA VERDE,6,2010,8.2331,124.2437,0.0
43,VILLA VERDE,6,2010,8.2331,124.2437,0.0
0,ABUNO,7,2010,8.1846,124.2571,0.0
1,ACMAC,7,2010,8.274,124.2649,0.0
2,BAGONG SILANG,7,2010,8.2418,124.252,0.0
3,BONBONON,7,2010,8.2667,124.2902,0.0
4,BUNAWAN,7,2010,8.3023,124.3028,0.0
5,BURU-UN,7,2010,8.1872,124.1688,0.0
6,DALIPUGA,7,2010,8.3074,124.255,0.0
7,DEL CARMEN,7,2010,8.2322,124.2578,0.0
8,DIGKILAAN,7,2010,8.2492,124.3178,0.0
9,DITUCALAN,7,2010,8.1751,124.1927,0.0
10,DULAG,7,2010,8.204,124.3694,0.0
11,HINAPLANON,7,2010,8.2467,124.2592,0.0
12,HINDANG,7,2010,8.3177,124.3457,0.0
13,KABACSANAN,7,2010,8.2815,124.3088,0.0
14,KALILANGAN,7,2010,8.1747,124.3863,0.0
14,KIWALAN,7,2010,8.2801,124.2668,0.0
15,KIWALAN,7,2010,8.2801,124.2668,0.0
15,LANIPAO,7,2010,8.2266,124.3412,0.0
16,LANIPAO,7,2010,8.2266,124.3412,0.0
16,LUINAB,7,2010,8.2472,124.2681,0.0
17,LUINAB,7,2010,8.2472,124.2681,0.0
17,MAHAYAHAY,7,2010,8.2219,124.2406,0.0
18,MAHAYAHAY,7,2010,8.2219,124.2406,0.0
18,MAINIT,7,2010,8.2976,124.3876,0.0
19,MAINIT,7,2010,8.2976,124.3876,0.0
19,MANDULOG,7,2010,8.2442,124.3057,0.0
20,MANDULOG,7,2010,8.2442,124.3057,0.0
20,MARIA CRISTINA,7,2010,8.1989,124.1936,0.0
21,MARIA CRISTINA,7,2010,8.1989,124.1936,0.0
21,PALAO,7,2010,8.2286,124.2532,0.0
22,PALAO,7,2010,8.2286,124.2532,0.0
22,PANOROGANAN,7,2010,8.1743,124.425,0.0
23,PANOROGANAN,7,2010,8.1743,124.425,0.0
23,POBLACION,7,2010,8.2285,124.2344,0.0
24,POBLACION,7,2010,8.2285,124.2344,0.0
24,PUGA-AN,7,2010,8.2285,124.2742,0.0
25,PUGA-AN,7,2010,8.2285,124.2742,0.0
25,ROGONGON,7,2010,8.2395,124.4115,0.0
