Barangay_No,Barangay,x,y,Year,Month,Dengue Cases,Temperature,Humidity,Rainfall,Predicted Cases (Hybrid)
39,TOMINOBO UPPER,8.1688,124.2251,2017,9,0,27.3,83.3,11.4,
40,TUBOD,8.2117,124.241,2017,9,0,27.3,83.3,11.4,
41,UBALDO LAYA,8.224,124.2449,2017,9,0,27.3,83.3,11.4,
42,UPPER HINAPLANON,8.2559,124.2689,2017,9,0,27.3,83.3,11.4,
43,VILLA VERDE,8.2331,124.2437,2017,9,0,27.3,83.3,11.4,
0,ABUNO,8.1846,124.2571,2017,10,0,27.0,84.0,8.3,
1,ACMAC,8.274,124.2649,2017,10,0,27.0,84.0,8.3,
2,BAGONG SILANG,8.2418,124.252,2017,10,0,27.0,84.0,8.3,
3,BONBONON,8.2667,124.2902,2017,10,0,27.0,84.0,8.3,
4,BUNAWAN,8.3023,124.3028,2017,10,0,27.0,84.0,8.3,
5,BURU-UN,8.1872,124.1688,2017,10,0,27.0,84.0,8.3,
6,DALIPUGA,8.3074,124.255,2017,10,0,27.0,84.0,8.3,
7,DEL CARMEN,8.2322,124.2578,2017,10,0,27.0,84.0,8.3,
8,DIGKILAAN,8.2492,124.3178,2017,10,0,27.0,84.0,8.3,
9,DITUCALAN,8.1751,124.1927,2017,10,0,27.0,84.0,8.3,
10,DULAG,8.204,124.3694,2017,10,0,27.0,84.0,8.3,
11,HINAPLANON,8.2467,124.2592,2017,10,0,27.0,84.0,8.3,
12,HINDANG,8.3177,124.3457,2017,10,0,27.0,84.0,8.3,
13,KABACSANAN,8.2815,124.3088,2017,10,0,27.0,84.0,8.3,
14,KALILANGAN,8.1747,124.3863,2017,10,0,27.0,84.0,8.3,
15,KIWALAN,8.2801,124.2668,2017,10,1,27.0,84.0,8.3,
16,LANIPAO,8.2266,124.3412,2017,10,0,27.0,84.0,8.3,
17,LUINAB,8.2472,124.2681,2017,10,1,27.0,84.0,8.3,
18,MAHAYAHAY,8.2219,124.2406,2017,10,0,27.0,84.0,8.3,
19,MAINIT,8.2976,124.3876,2017,10,0,27.0,84.0,8.3,
20,MANDULOG,8.2442,124.3057,2017,10,0,27.0,84.0,8.3,
21,MARIA CRISTINA,8.1989,124.1936,2017,10,0,27.0,84.0,8.3,
22,PALAO,8.2286,124.2532,2017,10,1,27.0,84.0,8.3,
23,PANOROGANAN,8.1743,124.425,2017,10,0,27.0,84.0,8.3,
24,POBLACION,8.2285,124.2344,2017,10,1,27.0,84.0,8.3,
25,PUGA-AN,8.2285,124.2742,2017,10,0,27.0,84.0,8.3,
26,ROGONGON,8.2395,124.4115,2017,10,0,27.0,84.0,8.3,
27,SAN MIGUEL,8.2387,124.2479,2017,10,0,27.0,84.0,8.3,
28,SAN ROQUE,8.2578,124.2619,2017,10,0,27.0,84.0,8.3,
29,SANTA ELENA,8.1948,124.2273,2017,10,0,27.0,84.0,8.3,
30,SANTA FILOMENA,8.2681,124.2593,2017,10,1,27.0,84.0,8.3,
31,SANTIAGO,8.2511,124.2444,2017,10,0,27.0,84.0,8.3,
32,SANTO ROSARIO,8.2436,124.2525,2017,10,0,27.0,84.0,8.3,
33,SARAY-TIBANGA,8.2436,124.2525,2017,10,0,27.0,84.0,8.3,
34,SUAREZ,8.1914,124.2173,2017,10,0,27.0,84.0,8.3,
35,TAMBACAN,8.2236,124.2347,2017,10,0,27.0,84.0,8.3,
36,TIBANGA,8.2402,124.241,2017,10,0,27.0,84.0,8.3,
37,TIPANOY,8.1902,124.2634,2017,10,0,27.0,84.0,8.3,
38,TOMINOBO PROPER,8.2104,124.2221,2017,10,0,27.0,84.0,8.3,
39,TOMINOBO UPPER,8.1688,124.2251,2017,10,0,27.0,84.0,8.3,
40,TUBOD,8.2117,124.241,2017,10,1,27.0,84.0,8.3,
41,UBALDO LAYA,8.224,124.2449,2017,10,0,27.0,84.0,8.3,
42,UPPER HINAPLANON,8.2559,124.2689,2017,10,0,27.0,84.0,8.3,
43,VILLA VERDE,8.2331,124.2437,2017,10,0,27.0,84.0,8.3,
0,ABUNO,8.1846,124.2571,2017,11,0,27.0,86.6,7.3,
1,ACMAC,8.274,124.2649,2017,11,1,27.0,86.6,7.3,
2,BAGONG SILANG,8.2418,124.252,2017,11,1,27.0,86.6,7.3,
3,BONBONON,8.2667,124.2902,2017,11,0,27.0,86.6,7.3,
4,BUNAWAN,8.3023,124.3028,2017,11,0,27.0,86.6,7.3,
5,BURU-UN,8.1872,124.1688,2017,11,0,27.0,86.6,7.3,
6,DALIPUGA,8.3074,124.255,2017,11,0,27.0,86.6,7.3,
7,DEL CARMEN,8.2322,124.2578,2017,11,1,27.0,86.6,7.3,
8,DIGKILAAN,8.2492,124.3178,2017,11,0,27.0,86.6,7.3,
9,DITUCALAN,8.1751,124.1927,2017,11,1,27.0,86.6,7.3,
10,DULAG,8.204,124.3694,2017,11,0,27.0,86.6,7.3,
11,HINAPLANON,8.2467,124.2592,2017,11,1,27.0,86.6,7.3,
12,HINDANG,8.3177,124.3457,2017,11,0,27.0,86.6,7.3,
13,KABACSANAN,8.2815,124.3088,2017,11,0,27.0,86.6,7.3,
14,KALILANGAN,8.1747,124.3863,2017,11,0,27.0,86.6,7.3,
15,KIWALAN,8.2801,124.2668,2017,11,8,27.0,86.6,7.3,
16,LANIPAO,8.2266,124.3412,2017,11,0,27.0,86.6,7.3,
17,LUINAB,8.2472,124.2681,2017,11,0,27.0,86.6,7.3,
18,MAHAYAHAY,8.2219,124.2406,2017,11,0,27.0,86.6,7.3,
19,MAINIT,8.2976,124.3876,2017,11,0,27.0,86.6,7.3,
20,MANDULOG,8.2442,124.3057,2017,11,0,27.0,86.6,7.3,
21,MARIA CRISTINA,8.1989,124.1936,2017,11,0,27.0,86.6,7.3,
22,PALAO,8.2286,124.2532,2017,11,0,27.0,86.6,7.3,
23,PANOROGANAN,8.1743,124.425,2017,11,0,27.0,86.6,7.3,
24,POBLACION,8.2285,124.2344,2017,11,1,27.0,86.6,7.3,
25,PUGA-AN,8.2285,124.2742,2017,11,0,27.0,86.6,7.3,
26,ROGONGON,8.2395,124.4115,2017,11,0,27.0,86.6,7.3,
27,SAN MIGUEL,8.2387,124.2479,2017,11,1,27.0,86.6,7.3,
28,SAN ROQUE,8.2578,124.2619,2017,11,0,27.0,86.6,7.3,
29,SANTA ELENA,8.1948,124.2273,2017,11,3,27.0,86.6,7.3,
30,SANTA FILOMENA,8.2681,124.2593,2017,11,0,27.0,86.6,7.3,
31,SANTIAGO,8.2511,124.2444,2017,11,0,27.0,86.6,7.3,
32,SANTO ROSARIO,8.2436,124.2525,2017,11,2,27.0,86.6,7.3,
33,SARAY-TIBANGA,8.2436,124.2525,2017,11,1,27.0,86.6,7.3,
34,SUAREZ,8.1914,124.2173,2017,11,1,27.0,86.6,7.3,
35,TAMBACAN,8.2236,124.2347,2017,11,0,27.0,86.6,7.3,
36,TIBANGA,8.2402,124.241,2017,11,0,27.0,86.6,7.3,
37,TIPANOY,8.1902,124.2634,2017,11,0,27.0,86.6,7.3,
38,TOMINOBO PROPER,8.2104,124.2221,2017,11,0,27.0,86.6,7.3,
39,TOMINOBO UPPER,8.1688,124.2251,2017,11,0,27.0,86.6,7.3,
40,TUBOD,8.2117,124.241,2017,11,2,27.0,86.6,7.3,
41,UBALDO LAYA,8.224,124.2449,2017,11,0,27.0,86.6,7.3,
42,UPPER HINAPLANON,8.2559,124.2689,2017,11,0,27.0,86.6,7.3,
43,VILLA VERDE,8.2331,124.2437,2017,11,0,27.0,86.6,7.3,
0,ABUNO,8.1846,124.2571,2017,12,0,26.7,85.9,9.6,
1,ACMAC,8.274,124.2649,2017,12,0,26.7,85.9,9.6,
2,BAGONG SILANG,8.2418,124.252,2017,12,2,26.7,85.9,9.6,
3,BONBONON,8.2667,124.2902,2017,12,0,26.7,85.9,9.6,
4,BUNAWAN,8.3023,124.3028,2017,12,0,26.7,85.9,9.6,
5,BURU-UN,8.1872,124.1688,2017,12,0,26.7,85.9,9.6,
6,DALIPUGA,8.3074,124.255,2017,12,1,26.7,85.9,9.6,
7,DEL CARMEN,8.2322,124.2578,2017,12,0,26.7,85.9,9.6,
8,DIGKILAAN,8.2492,124.3178,2017,12,0,26.7,85.9,9.6,
9,DITUCALAN,8.1751,124.1927,2017,12,0,26.7,85.9,9.6,
10,DULAG,8.204,124.3694,2017,12,0,26.7,85.9,9.6,
11,HINAPLANON,8.2467,124.2592,2017,12,0,26.7,85.9,9.6,
12,HINDANG,8.3177,124.3457,2017,12,0,26.7,85.9,9.6,
13,KABACSANAN,8.2815,124.3088,2017,12,0,26.7,85.9,9.6,
14,KALILANGAN,8.1747,124.3863,2017,12,0,26.7,85.9,9.6,
15,KIWALAN,8.2801,124.2668,2017,12,10,26.7,85.9,9.6,
16,LANIPAO,8.2266,124.3412,2017,12,0,26.7,85.9,9.6,
17,LUINAB,8.2472,124.2681,2017,12,1,26.7,85.9,9.6,
18,MAHAYAHAY,8.2219,124.2406,2017,12,0,26.7,85.9,9.6,
19,MAINIT,8.2976,124.3876,2017,12,0,26.7,85.9,9.6,
20,MANDULOG,8.2442,124.3057,2017,12,0,26.7,85.9,9.6,
21,MARIA CRISTINA,8.1989,124.1936,2017,12,0,26.7,85.9,9.6,
22,PALAO,8.2286,124.2532,2017,12,0,26.7,85.9,9.6,
23,PANOROGANAN,8.1743,124.425,2017,12,0,26.7,85.9,9.6,
24,POBLACION,8.2285,124.2344,2017,12,1,26.7,85.9,9.6,
25,PUGA-AN,8.2285,124.2742,2017,12,0,26.7,85.9,9.6,
26,ROGONGON,8.2395,124.4115,2017,12,0,26.7,85.9,9.6,
27,SAN MIGUEL,8.2387,124.2479,2017,12,0,26.7,85.9,9.6,
28,SAN ROQUE,8.2578,124.2619,2017,12,0,26.7,85.9,9.6,
29,SANTA ELENA,8.1948,124.2273,2017,12,0,26.7,85.9,9.6,
30,SANTA FILOMENA,8.2681,124.2593,2017,12,0,26.7,85.9,9.6,
31,SANTIAGO,8.2511,124.2444,2017,12,0,26.7,85.9,9.6,
32,SANTO ROSARIO,8.2436,124.2525,2017,12,1,26.7,85.9,9.6,
33,SARAY-TIBANGA,8.2436,124.2525,2017,12,0,26.7,85.9,9.6,
34,SUAREZ,8.1914,124.2173,2017,12,4,26.7,85.9,9.6,
35,TAMBACAN,8.2236,124.2347,2017,12,0,26.7,85.9,9.6,
36,TIBANGA,8.2402,124.241,2017,12,0,26.7,85.9,9.6,
37,TIPANOY,8.1902,124.2634,2017,12,0,26.7,85.9,9.6,
38,TOMINOBO PROPER,8.2104,124.2221,2017,12,0,26.7,85.9,9.6,
39,TOMINOBO UPPER,8.1688,124.2251,2017,12,0,26.7,85.9,9.6,
40,TUBOD,8.2117,124.241,2017,12,1,26.7,85.9,9.6,
41,UBALDO LAYA,8.224,124.2449,2017,12,1,26.7,85.9,9.6,
42,UPPER HINAPLANON,8.2559,124.2689,2017,12,0,26.7,85.9,9.6,
43,VILLA VERDE,8.2331,124.2437,2017,12,0,26.7,85.9,9.6,
0,ABUNO,8.1846,124.2571,2018,1,0,26.2,87.5,7.3,
1,ACMAC,8.274,124.2649,2018,1,0,26.2,87.5,7.3,
2,BAGONG SILANG,8.2418,124.252,2018,1,2,26.2,87.5,7.3,
3,BONBONON,8.2667,124.2902,2018,1,0,26.2,87.5,7.3,
4,BUNAWAN,8.3023,124.3028,2018,1,0,26.2,87.5,7.3,
5,BURU-UN,8.1872,124.1688,2018,1,1,26.2,87.5,7.3,
6,DALIPUGA,8.3074,124.255,2018,1,0,26.2,87.5,7.3,
7,DEL CARMEN,8.2322,124.2578,2018,1,0,26.2,87.5,7.3,
8,DIGKILAAN,8.2492,124.3178,2018,1,0,26.2,87.5,7.3,
9,DITUCALAN,8.1751,124.1927,2018,1,0,26.2,87.5,7.3,
10,DULAG,8.204,124.3694,2018,1,0,26.2,87.5,7.3,
11,HINAPLANON,8.2467,124.2592,2018,1,7,26.2,87.5,7.3,
12,HINDANG,8.3177,124.3457,2018,1,0,26.2,87.5,7.3,
13,KABACSANAN,8.2815,124.3088,2018,1,0,26.2,87.5,7.3,
14,KALILANGAN,8.1747,124.3863,2018,1,0,26.2,87.5,7.3,
15,KIWALAN,8.2801,124.2668,2018,1,0,26.2,87.5,7.3,
16,LANIPAO,8.2266,124.3412,2018,1,0,26.2,87.5,7.3,
17,LUINAB,8.2472,124.2681,2018,1,3,26.2,87.5,7.3,
18,MAHAYAHAY,8.2219,124.2406,2018,1,0,26.2,87.5,7.3,
19,MAINIT,8.2976,124.3876,2018,1,0,26.2,87.5,7.3,
20,MANDULOG,8.2442,124.3057,2018,1,0,26.2,87.5,7.3,
21,MARIA CRISTINA,8.1989,124.1936,2018,1,9,26.2,87.5,7.3,
22,PALAO,8.2286,124.2532,2018,1,6,26.2,87.5,7.3,
23,PANOROGANAN,8.1743,124.425,2018,1,0,26.2,87.5,7.3,
24,POBLACION,8.2285,124.2344,2018,1,0,26.2,87.5,7.3,
25,PUGA-AN,8.2285,124.2742,2018,1,0,26.2,87.5,7.3,
26,ROGONGON,8.2395,124.4115,2018,1,0,26.2,87.5,7.3,
27,SAN MIGUEL,8.2387,124.2479,2018,1,3,26.2,87.5,7.3,
28,SAN ROQUE,8.2578,124.2619,2018,1,0,26.2,87.5,7.3,
29,SANTA ELENA,8.1948,124.2273,2018,1,5,26.2,87.5,7.3,
30,SANTA FILOMENA,8.2681,124.2593,2018,1,0,26.2,87.5,7.3,
31,SANTIAGO,8.2511,124.2444,2018,1,3,26.2,87.5,7.3,
32,SANTO ROSARIO,8.2436,124.2525,2018,1,0,26.2,87.5,7.3,
33,SARAY-TIBANGA,8.2436,124.2525,2018,1,0,26.2,87.5,7.3,
34,SUAREZ,8.1914,124.2173,2018,1,2,26.2,87.5,7.3,
35,TAMBACAN,8.2236,124.2347,2018,1,0,26.2,87.5,7.3,
36,TIBANGA,8.2402,124.241,2018,1,3,26.2,87.5,7.3,
37,TIPANOY,8.1902,124.2634,2018,1,0,26.2,87.5,7.3,
38,TOMINOBO PROPER,8.2104,124.2221,2018,1,1,26.2,87.5,7.3,
39,TOMINOBO UPPER,8.1688,124.2251,2018,1,0,26.2,87.5,7.3,
40,TUBOD,8.2117,124.241,2018,1,12,26.2,87.5,7.3,
41,UBALDO LAYA,8.224,124.2449,2018,1,1,26.2,87.5,7.3,
42,UPPER HINAPLANON,8.2559,124.2689,2018,1,0,26.2,87.5,7.3,
43,VILLA VERDE,8.2331,124.2437,2018,1,0,26.2,87.5,7.3,
0,ABUNO,8.1846,124.2571,2018,2,0,26.4,86.0,9.7,
1,ACMAC,8.274,124.2649,2018,2,0,26.4,86.0,9.7,
2,BAGONG SILANG,8.2418,124.252,2018,2,0,26.4,86.0,9.7,
3,BONBONON,8.2667,124.2902,2018,2,0,26.4,86.0,9.7,
4,BUNAWAN,8.3023,124.3028,2018,2,0,26.4,86.0,9.7,
5,BURU-UN,8.1872,124.1688,2018,2,3,26.4,86.0,9.7,
6,DALIPUGA,8.3074,124.255,2018,2,0,26.4,86.0,9.7,
7,DEL CARMEN,8.2322,124.2578,2018,2,0,26.4,86.0,9.7,
8,DIGKILAAN,8.2492,124.3178,2018,2,0,26.4,86.0,9.7,
9,DITUCALAN,8.1751,124.1927,2018,2,0,26.4,86.0,9.7,
10,DULAG,8.204,124.3694,2018,2,0,26.4,86.0,9.7,
11,HINAPLANON,8.2467,124.2592,2018,2,4,26.4,86.0,9.7,
12,HINDANG,8.3177,124.3457,2018,2,0,26.4,86.0,9.7,
13,KABACSANAN,8.2815,124.3088,2018,2,0,26.4,86.0,9.7,
14,KALILANGAN,8.1747,124.3863,2018,2,0,26.4,86.0,9.7,
15,KIWALAN,8.2801,124.2668,2018,2,1,26.4,86.0,9.7,
16,LANIPAO,8.2266,124.3412,2018,2,0,26.4,86.0,9.7,
17,LUINAB,8.2472,124.2681,2018,2,0,26.4,86.0,9.7,
18,MAHAYAHAY,8.2219,124.2406,2018,2,0,26.4,86.0,9.7,
19,MAINIT,8.2976,124.3876,2018,2,0,26.4,86.0,9.7,
20,MANDULOG,8.2442,124.3057,2018,2,0,26.4,86.0,9.7,
21,MARIA CRISTINA,8.1989,124.1936,2018,2,4,26.4,86.0,9.7,
22,PALAO,8.2286,124.2532,2018,2,0,26.4,86.0,9.7,
23,PANOROGANAN,8.1743,124.425,2018,2,0,26.4,86.0,9.7,
24,POBLACION,8.2285,124.2344,2018,2,1,26.4,86.0,9.7,
25,PUGA-AN,8.2285,124.2742,2018,2,0,26.4,86.0,9.7,
26,ROGONGON,8.2395,124.4115,2018,2,0,26.4,86.0,9.7,
27,SAN MIGUEL,8.2387,124.2479,2018,2,0,26.4,86.0,9.7,
28,SAN ROQUE,8.2578,124.2619,2018,2,0,26.4,86.0,9.7,
29,SANTA ELENA,8.1948,124.2273,2018,2,6,26.4,86.0,9.7,
30,SANTA FILOMENA,8.2681,124.2593,2018,2,0,26.4,86.0,9.7,
31,SANTIAGO,8.2511,124.2444,2018,2,6,26.4,86.0,9.7,
32,SANTO ROSARIO,8.2436,124.2525,2018,2,0,26.4,86.0,9.7,
33,SARAY-TIBANGA,8.2436,124.2525,2018,2,0,26.4,86.0,9.7,
34,SUAREZ,8.1914,124.2173,2018,2,1,26.4,86.0,9.7,
35,TAMBACAN,8.2236,124.2347,2018,2,0,26.4,86.0,9.7,
36,TIBANGA,8.2402,124.241,2018,2,1,26.4,86.0,9.7,
37,TIPANOY,8.1902,124.2634,2018,2,0,26.4,86.0,9.7,
38,TOMINOBO PROPER,8.2104,124.2221,2018,2,1,26.4,86.0,9.7,
39,TOMINOBO UPPER,8.1688,124.2251,2018,2,0,26.4,86.0,9.7,
40,TUBOD,8.2117,124.241,2018,2,4,26.4,86.0,9.7,
41,UBALDO LAYA,8.224,124.2449,2018,2,0,26.4,86.0,9.7,
42,UPPER HINAPLANON,8.2559,124.2689,2018,2,0,26.4,86.0,9.7,
43,VILLA VERDE,8.2331,124.2437,2018,2,3,26.4,86.0,9.7,
0,ABUNO,8.1846,124.2571,2018,3,0,26.5,84.6,3.7,
1,ACMAC,8.274,124.2649,2018,3,4,26.5,84.6,3.7,
2,BAGONG SILANG,8.2418,124.252,2018,3,0,26.5,84.6,3.7,
3,BONBONON,8.2667,124.2902,2018,3,1,26.5,84.6,3.7,
4,BUNAWAN,8.3023,124.3028,2018,3,0,26.5,84.6,3.7,
5,BURU-UN,8.1872,124.1688,2018,3,3,26.5,84.6,3.7,
6,DALIPUGA,8.3074,124.255,2018,3,1,26.5,84.6,3.7,
7,DEL CARMEN,8.2322,124.2578,2018,3,1,26.5,84.6,3.7,
8,DIGKILAAN,8.2492,124.3178,2018,3,0,26.5,84.6,3.7,
9,DITUCALAN,8.1751,124.1927,2018,3,0,26.5,84.6,3.7,
10,DULAG,8.204,124.3694,2018,3,0,26.5,84.6,3.7,
11,HINAPLANON,8.2467,124.2592,2018,3,5,26.5,84.6,3.7,
12,HINDANG,8.3177,124.3457,2018,3,1,26.5,84.6,3.7,
13,KABACSANAN,8.2815,124.3088,2018,3,0,26.5,84.6,3.7,
14,KALILANGAN,8.1747,124.3863,2018,3,0,26.5,84.6,3.7,
15,KIWALAN,8.2801,124.2668,2018,3,0,26.5,84.6,3.7,
16,LANIPAO,8.2266,124.3412,2018,3,0,26.5,84.6,3.7,
17,LUINAB,8.2472,124.2681,2018,3,0,26.5,84.6,3.7,
18,MAHAYAHAY,8.2219,124.2406,2018,3,0,26.5,84.6,3.7,
19,MAINIT,8.2976,124.3876,2018,3,0,26.5,84.6,3.7,
20,MANDULOG,8.2442,124.3057,2018,3,0,26.5,84.6,3.7,
21,MARIA CRISTINA,8.1989,124.1936,2018,3,6,26.5,84.6,3.7,
22,PALAO,8.2286,124.2532,2018,3,7,26.5,84.6,3.7,
23,PANOROGANAN,8.1743,124.425,2018,3,0,26.5,84.6,3.7,
24,POBLACION,8.2285,124.2344,2018,3,1,26.5,84.6,3.7,
25,PUGA-AN,8.2285,124.2742,2018,3,0,26.5,84.6,3.7,
26,ROGONGON,8.2395,124.4115,2018,3,0,26.5,84.6,3.7,
27,SAN MIGUEL,8.2387,124.2479,2018,3,0,26.5,84.6,3.7,
28,SAN ROQUE,8.2578,124.2619,2018,3,0,26.5,84.6,3.7,
29,SANTA ELENA,8.1948,124.2273,2018,3,8,26.5,84.6,3.7,
30,SANTA FILOMENA,8.2681,124.2593,2018,3,0,26.5,84.6,3.7,
31,SANTIAGO,8.2511,124.2444,2018,3,2,26.5,84.6,3.7,
32,SANTO ROSARIO,8.2436,124.2525,2018,3,3,26.5,84.6,3.7,
33,SARAY-TIBANGA,8.2436,124.2525,2018,3,0,26.5,84.6,3.7,
34,SUAREZ,8.1914,124.2173,2018,3,1,26.5,84.6,3.7,
35,TAMBACAN,8.2236,124.2347,2018,3,0,26.5,84.6,3.7,
36,TIBANGA,8.2402,124.241,2018,3,7,26.5,84.6,3.7,
37,TIPANOY,8.1902,124.2634,2018,3,4,26.5,84.6,3.7,
38,TOMINOBO PROPER,8.2104,124.2221,2018,3,1,26.5,84.6,3.7,
39,TOMINOBO UPPER,8.1688,124.2251,2018,3,0,26.5,84.6,3.7,
40,TUBOD,8.2117,124.241,2018,3,8,26.5,84.6,3.7,
41,UBALDO LAYA,8.224,124.2449,2018,3,1,26.5,84.6,3.7,
42,UPPER HINAPLANON,8.2559,124.2689,2018,3,0,26.5,84.6,3.7,
43,VILLA VERDE,8.2331,124.2437,2018,3,0,26.5,84.6,3.7,
0,ABUNO,8.1846,124.2571,2018,4,1,27.4,82.5,2.6,
1,ACMAC,8.274,124.2649,2018,4,0,27.4,82.5,2.6,
2,BAGONG SILANG,8.2418,124.252,2018,4,0,27.4,82.5,2.6,
3,BONBONON,8.2667,124.2902,2018,4,0,27.4,82.5,2.6,
4,BUNAWAN,8.3023,124.3028,2018,4,0,27.4,82.5,2.6,
5,BURU-UN,8.1872,124.1688,2018,4,0,27.4,82.5,2.6,
6,DALIPUGA,8.3074,124.255,2018,4,0,27.4,82.5,2.6,
7,DEL CARMEN,8.2322,124.2578,2018,4,0,27.4,82.5,2.6,
8,DIGKILAAN,8.2492,124.3178,2018,4,0,27.4,82.5,2.6,
9,DITUCALAN,8.1751,124.1927,2018,4,0,27.4,82.5,2.6,
10,DULAG,8.204,124.3694,2018,4,0,27.4,82.5,2.6,
11,HINAPLANON,8.2467,124.2592,2018,4,3,27.4,82.5,2.6,
12,HINDANG,8.3177,124.3457,2018,4,0,27.4,82.5,2.6,
13,KABACSANAN,8.2815,124.3088,2018,4,0,27.4,82.5,2.6,
14,KALILANGAN,8.1747,124.3863,2018,4,0,27.4,82.5,2.6,
15,KIWALAN,8.2801,124.2668,2018,4,0,27.4,82.5,2.6,
16,LANIPAO,8.2266,124.3412,2018,4,0,27.4,82.5,2.6,
17,LUINAB,8.2472,124.2681,2018,4,0,27.4,82.5,2.6,
18,MAHAYAHAY,8.2219,124.2406,2018,4,0,27.4,82.5,2.6,
19,MAINIT,8.2976,124.3876,2018,4,0,27.4,82.5,2.6,
20,MANDULOG,8.2442,124.3057,2018,4,1,27.4,82.5,2.6,
21,MARIA CRISTINA,8.1989,124.1936,2018,4,0,27.4,82.5,2.6,
22,PALAO,8.2286,124.2532,2018,4,2,27.4,82.5,2.6,
23,PANOROGANAN,8.1743,124.425,2018,4,0,27.4,82.5,2.6,
24,POBLACION,8.2285,124.2344,2018,4,2,27.4,82.5,2.6,
25,PUGA-AN,8.2285,124.2742,2018,4,0,27.4,82.5,2.6,
26,ROGONGON,8.2395,124.4115,2018,4,0,27.4,82.5,2.6,
27,SAN MIGUEL,8.2387,124.2479,2018,4,0,27.4,82.5,2.6,
28,SAN ROQUE,8.2578,124.2619,2018,4,0,27.4,82.5,2.6,
29,SANTA ELENA,8.1948,124.2273,2018,4,3,27.4,82.5,2.6,
30,SANTA FILOMENA,8.2681,124.2593,2018,4,0,27.4,82.5,2.6,
31,SANTIAGO,8.2511,124.2444,2018,4,3,27.4,82.5,2.6,
32,SANTO ROSARIO,8.2436,124.2525,2018,4,0,27.4,82.5,2.6,
33,SARAY-TIBANGA,8.2436,124.2525,2018,4,0,27.4,82.5,2.6,
34,SUAREZ,8.1914,124.2173,2018,4,4,27.4,82.5,2.6,
35,TAMBACAN,8.2236,124.2347,2018,4,3,27.4,82.5,2.6,
36,TIBANGA,8.2402,124.241,2018,4,1,27.4,82.5,2.6,
37,TIPANOY,8.1902,124.2634,2018,4,0,27.4,82.5,2.6,
38,TOMINOBO PROPER,8.2104,124.2221,2018,4,0,27.4,82.5,2.6,
39,TOMINOBO UPPER,8.1688,124.2251,2018,4,0,27.4,82.5,2.6,
40,TUBOD,8.2117,124.241,2018,4,3,27.4,82.5,2.6,
41,UBALDO LAYA,8.224,124.2449,2018,4,0,27.4,82.5,2.6,
42,UPPER HINAPLANON,8.2559,124.2689,2018,4,0,27.4,82.5,2.6,
43,VILLA VERDE,8.2331,124.2437,2018,4,0,27.4,82.5,2.6,
0,ABUNO,8.1846,124.2571,2018,5,0,27.9,82.0,6.9,
1,ACMAC,8.274,124.2649,2018,5,0,27.9,82.0,6.9,
2,BAGONG SILANG,8.2418,124.252,2018,5,0,27.9,82.0,6.9,
3,BONBONON,8.2667,124.2902,2018,5,0,27.9,82.0,6.9,
4,BUNAWAN,8.3023,124.3028,2018,5,0,27.9,82.0,6.9,
5,BURU-UN,8.1872,124.1688,2018,5,2,27.9,82.0,6.9,
6,DALIPUGA,8.3074,124.255,2018,5,0,27.9,82.0,6.9,
7,DEL CARMEN,8.2322,124.2578,2018,5,0,27.9,82.0,6.9,
8,DIGKILAAN,8.2492,124.3178,2018,5,0,27.9,82.0,6.9,
9,DITUCALAN,8.1751,124.1927,2018,5,0,27.9,82.0,6.9,
10,DULAG,8.204,124.3694,2018,5,0,27.9,82.0,6.9,
11,HINAPLANON,8.2467,124.2592,2018,5,0,27.9,82.0,6.9,
12,HINDANG,8.3177,124.3457,2018,5,0,27.9,82.0,6.9,
13,KABACSANAN,8.2815,124.3088,2018,5,0,27.9,82.0,6.9,
14,KALILANGAN,8.1747,124.3863,2018,5,0,27.9,82.0,6.9,
15,KIWALAN,8.2801,124.2668,2018,5,2,27.9,82.0,6.9,
16,LANIPAO,8.2266,124.3412,2018,5,0,27.9,82.0,6.9,
17,LUINAB,8.2472,124.2681,2018,5,4,27.9,82.0,6.9,
18,MAHAYAHAY,8.2219,124.2406,2018,5,0,27.9,82.0,6.9,
19,MAINIT,8.2976,124.3876,2018,5,0,27.9,82.0,6.9,
20,MANDULOG,8.2442,124.3057,2018,5,0,27.9,82.0,6.9,
21,MARIA CRISTINA,8.1989,124.1936,2018,5,2,27.9,82.0,6.9,
22,PALAO,8.2286,124.2532,2018,5,1,27.9,82.0,6.9,
23,PANOROGANAN,8.1743,124.425,2018,5,0,27.9,82.0,6.9,
24,POBLACION,8.2285,124.2344,2018,5,4,27.9,82.0,6.9,
25,PUGA-AN,8.2285,124.2742,2018,5,1,27.9,82.0,6.9,
26,ROGONGON,8.2395,124.4115,2018,5,0,27.9,82.0,6.9,
27,SAN MIGUEL,8.2387,124.2479,2018,5,0,27.9,82.0,6.9,
28,SAN ROQUE,8.2578,124.2619,2018,5,1,27.9,82.0,6.9,
29,SANTA ELENA,8.1948,124.2273,2018,5,3,27.9,82.0,6.9,
30,SANTA FILOMENA,8.2681,124.2593,2018,5,1,27.9,82.0,6.9,
31,SANTIAGO,8.2511,124.2444,2018,5,1,27.9,82.0,6.9,
32,SANTO ROSARIO,8.2436,124.2525,2018,5,0,27.9,82.0,6.9,
33,SARAY-TIBANGA,8.2436,124.2525,2018,5,4,27.9,82.0,6.9,
34,SUAREZ,8.1914,124.2173,2018,5,1,27.9,82.0,6.9,
