Barangay_No,Barangay,x,y,Year,Month,Dengue Cases,Temperature,Humidity,Rainfall,Predicted Cases (Hybrid)
2,BAGONG SILANG,8.2418,124.252,2013,2,1,24.4,84.7,6.0,
3,BONBONON,8.2667,124.2902,2013,2,0,24.4,84.7,6.0,
4,BUNAWAN,8.3023,124.3028,2013,2,0,24.4,84.7,6.0,
5,BURU-UN,8.1872,124.1688,2013,2,0,24.4,84.7,6.0,
6,DALIPUGA,8.3074,124.255,2013,2,1,24.4,84.7,6.0,
7,DEL CARMEN,8.2322,124.2578,2013,2,1,24.4,84.7,6.0,
8,DIGKILAAN,8.2492,124.3178,2013,2,0,24.4,84.7,6.0,
9,DITUCALAN,8.1751,124.1927,2013,2,0,24.4,84.7,6.0,
10,DULAG,8.204,124.3694,2013,2,0,24.4,84.7,6.0,
11,HINAPLANON,8.2467,124.2592,2013,2,2,24.4,84.7,6.0,
12,HINDANG,8.3177,124.3457,2013,2,0,24.4,84.7,6.0,
13,KABACSANAN,8.2815,124.3088,2013,2,0,24.4,84.7,6.0,
14,KALILANGAN,8.1747,124.3863,2013,2,0,24.4,84.7,6.0,
15,KIWALAN,8.2801,124.2668,2013,2,0,24.4,84.7,6.0,
16,LANIPAO,8.2266,124.3412,2013,2,0,24.4,84.7,6.0,
17,LUINAB,8.2472,124.2681,2013,2,1,24.4,84.7,6.0,
18,MAHAYAHAY,8.2219,124.2406,2013,2,0,24.4,84.7,6.0,
19,MAINIT,8.2976,124.3876,2013,2,0,24.4,84.7,6.0,
20,MANDULOG,8.2442,124.3057,2013,2,0,24.4,84.7,6.0,
21,MARIA CRISTINA,8.1989,124.1936,2013,2,1,24.4,84.7,6.0,
22,PALAO,8.2286,124.2532,2013,2,2,24.4,84.7,6.0,
23,PANOROGANAN,8.1743,124.425,2013,2,0,24.4,84.7,6.0,
24,POBLACION,8.2285,124.2344,2013,2,3,24.4,84.7,6.0,
25,PUGA-AN,8.2285,124.2742,2013,2,1,24.4,84.7,6.0,
26,ROGONGON,8.2395,124.4115,2013,2,0,24.4,84.7,6.0,
27,SAN MIGUEL,8.2387,124.2479,2013,2,2,24.4,84.7,6.0,
28,SAN ROQUE,8.2578,124.2619,2013,2,0,24.4,84.7,6.0,
29,SANTA ELENA,8.1948,124.2273,2013,2,0,24.4,84.7,6.0,
30,SANTA FILOMENA,8.2681,124.2593,2013,2,0,24.4,84.7,6.0,
31,SANTIAGO,8.2511,124.2444,2013,2,1,24.4,84.7,6.0,
32,SANTO ROSARIO,8.2436,124.2525,2013,2,0,24.4,84.7,6.0,
33,SARAY-TIBANGA,8.2436,124.2525,2013,2,0,24.4,84.7,6.0,
34,SUAREZ,8.1914,124.2173,2013,2,2,24.4,84.7,6.0,
35,TAMBACAN,8.2236,124.2347,2013,2,3,24.4,84.7,6.0,
36,TIBANGA,8.2402,124.241,2013,2,0,24.4,84.7,6.0,
37,TIPANOY,8.1902,124.2634,2013,2,1,24.4,84.7,6.0,
38,TOMINOBO PROPER,8.2104,124.2221,2013,2,0,24.4,84.7,6.0,
39,TOMINOBO UPPER,8.1688,124.2251,2013,2,0,24.4,84.7,6.0,
40,TUBOD,8.2117,124.241,2013,2,7,24.4,84.7,6.0,
41,UBALDO LAYA,8.224,124.2449,2013,2,0,24.4,84.7,6.0,
42,UPPER HINAPLANON,8.2559,124.2689,2013,2,0,24.4,84.7,6.0,
43,VILLA VERDE,8.2331,124.2437,2013,2,0,24.4,84.7,6.0,
0,ABUNO,8.1846,124.2571,2013,3,0,25.5,81.1,2.7,
1,ACMAC,8.274,124.2649,2013,3,0,25.5,81.1,2.7,
2,BAGONG SILANG,8.2418,124.252,2013,3,0,25.5,81.1,2.7,
3,BONBONON,8.2667,124.2902,2013,3,0,25.5,81.1,2.7,
4,BUNAWAN,8.3023,124.3028,2013,3,0,25.5,81.1,2.7,
5,BURU-UN,8.1872,124.1688,2013,3,0,25.5,81.1,2.7,
6,DALIPUGA,8.3074,124.255,2013,3,0,25.5,81.1,2.7,
7,DEL CARMEN,8.2322,124.2578,2013,3,1,25.5,81.1,2.7,
8,DIGKILAAN,8.2492,124.3178,2013,3,0,25.5,81.1,2.7,
9,DITUCALAN,8.1751,124.1927,2013,3,0,25.5,81.1,2.7,
10,DULAG,8.204,124.3694,2013,3,0,25.5,81.1,2.7,
11,HINAPLANON,8.2467,124.2592,2013,3,1,25.5,81.1,2.7,
12,HINDANG,8.3177,124.3457,2013,3,1,25.5,81.1,2.7,
13,KABACSANAN,8.2815,124.3088,2013,3,0,25.5,81.1,2.7,
14,KALILANGAN,8.1747,124.3863,2013,3,0,25.5,81.1,2.7,
15,KIWALAN,8.2801,124.2668,2013,3,0,25.5,81.1,2.7,
16,LANIPAO,8.2266,124.3412,2013,3,0,25.5,81.1,2.7,
17,LUINAB,8.2472,124.2681,2013,3,0,25.5,81.1,2.7,
18,MAHAYAHAY,8.2219,124.2406,2013,3,0,25.5,81.1,2.7,
19,MAINIT,8.2976,124.3876,2013,3,0,25.5,81.1,2.7,
20,MANDULOG,8.2442,124.3057,2013,3,0,25.5,81.1,2.7,
21,MARIA CRISTINA,8.1989,124.1936,2013,3,0,25.5,81.1,2.7,
22,PALAO,8.2286,124.2532,2013,3,2,25.5,81.1,2.7,
23,PANOROGANAN,8.1743,124.425,2013,3,0,25.5,81.1,2.7,
24,POBLACION,8.2285,124.2344,2013,3,4,25.5,81.1,2.7,
25,PUGA-AN,8.2285,124.2742,2013,3,0,25.5,81.1,2.7,
26,ROGONGON,8.2395,124.4115,2013,3,0,25.5,81.1,2.7,
27,SAN MIGUEL,8.2387,124.2479,2013,3,1,25.5,81.1,2.7,
28,SAN ROQUE,8.2578,124.2619,2013,3,0,25.5,81.1,2.7,
29,SANTA ELENA,8.1948,124.2273,2013,3,0,25.5,81.1,2.7,
30,SANTA FILOMENA,8.2681,124.2593,2013,3,0,25.5,81.1,2.7,
31,SANTIAGO,8.2511,124.2444,2013,3,0,25.5,81.1,2.7,
32,SANTO ROSARIO,8.2436,124.2525,2013,3,0,25.5,81.1,2.7,
33,SARAY-TIBANGA,8.2436,124.2525,2013,3,0,25.5,81.1,2.7,
34,SUAREZ,8.1914,124.2173,2013,3,2,25.5,81.1,2.7,
35,TAMBACAN,8.2236,124.2347,2013,3,0,25.5,81.1,2.7,
36,TIBANGA,8.2402,124.241,2013,3,0,25.5,81.1,2.7,
37,TIPANOY,8.1902,124.2634,2013,3,0,25.5,81.1,2.7,
38,TOMINOBO PROPER,8.2104,124.2221,2013,3,0,25.5,81.1,2.7,
39,TOMINOBO UPPER,8.1688,124.2251,2013,3,0,25.5,81.1,2.7,
40,TUBOD,8.2117,124.241,2013,3,1,25.5,81.1,2.7,
41,UBALDO LAYA,8.224,124.2449,2013,3,0,25.5,81.1,2.7,
42,UPPER HINAPLANON,8.2559,124.2689,2013,3,0,25.5,81.1,2.7,
43,VILLA VERDE,8.2331,124.2437,2013,3,1,25.5,81.1,2.7,
0,ABUNO,8.1846,124.2571,2013,4,0,26.0,81.0,4.9,
1,ACMAC,8.274,124.2649,2013,4,0,26.0,81.0,4.9,
2,BAGONG SILANG,8.2418,124.252,2013,4,0,26.0,81.0,4.9,
3,BONBONON,8.2667,124.2902,2013,4,0,26.0,81.0,4.9,
4,BUNAWAN,8.3023,124.3028,2013,4,0,26.0,81.0,4.9,
5,BURU-UN,8.1872,124.1688,2013,4,0,26.0,81.0,4.9,
6,DALIPUGA,8.3074,124.255,2013,4,1,26.0,81.0,4.9,
7,DEL CARMEN,8.2322,124.2578,2013,4,1,26.0,81.0,4.9,
8,DIGKILAAN,8.2492,124.3178,2013,4,0,26.0,81.0,4.9,
9,DITUCALAN,8.1751,124.1927,2013,4,0,26.0,81.0,4.9,
10,DULAG,8.204,124.3694,2013,4,0,26.0,81.0,4.9,
11,HINAPLANON,8.2467,124.2592,2013,4,0,26.0,81.0,4.9,
12,HINDANG,8.3177,124.3457,2013,4,0,26.0,81.0,4.9,
13,KABACSANAN,8.2815,124.3088,2013,4,0,26.0,81.0,4.9,
14,KALILANGAN,8.1747,124.3863,2013,4,0,26.0,81.0,4.9,
15,KIWALAN,8.2801,124.2668,2013,4,0,26.0,81.0,4.9,
16,LANIPAO,8.2266,124.3412,2013,4,0,26.0,81.0,4.9,
17,LUINAB,8.2472,124.2681,2013,4,0,26.0,81.0,4.9,
18,MAHAYAHAY,8.2219,124.2406,2013,4,1,26.0,81.0,4.9,
19,MAINIT,8.2976,124.3876,2013,4,0,26.0,81.0,4.9,
20,MANDULOG,8.2442,124.3057,2013,4,0,26.0,81.0,4.9,
21,MARIA CRISTINA,8.1989,124.1936,2013,4,1,26.0,81.0,4.9,
22,PALAO,8.2286,124.2532,2013,4,0,26.0,81.0,4.9,
23,PANOROGANAN,8.1743,124.425,2013,4,0,26.0,81.0,4.9,
24,POBLACION,8.2285,124.2344,2013,4,0,26.0,81.0,4.9,
25,PUGA-AN,8.2285,124.2742,2013,4,1,26.0,81.0,4.9,
26,ROGONGON,8.2395,124.4115,2013,4,0,26.0,81.0,4.9,
27,SAN MIGUEL,8.2387,124.2479,2013,4,1,26.0,81.0,4.9,
28,SAN ROQUE,8.2578,124.2619,2013,4,0,26.0,81.0,4.9,
29,SANTA ELENA,8.1948,124.2273,2013,4,0,26.0,81.0,4.9,
30,SANTA FILOMENA,8.2681,124.2593,2013,4,0,26.0,81.0,4.9,
31,SANTIAGO,8.2511,124.2444,2013,4,0,26.0,81.0,4.9,
32,SANTO ROSARIO,8.2436,124.2525,2013,4,0,26.0,81.0,4.9,
33,SARAY-TIBANGA,8.2436,124.2525,2013,4,0,26.0,81.0,4.9,
34,SUAREZ,8.1914,124.2173,2013,4,4,26.0,81.0,4.9,
35,TAMBACAN,8.2236,124.2347,2013,4,0,26.0,81.0,4.9,
36,TIBANGA,8.2402,124.241,2013,4,0,26.0,81.0,4.9,
37,TIPANOY,8.1902,124.2634,2013,4,0,26.0,81.0,4.9,
38,TOMINOBO PROPER,8.2104,124.2221,2013,4,0,26.0,81.0,4.9,
39,TOMINOBO UPPER,8.1688,124.2251,2013,4,0,26.0,81.0,4.9,
40,TUBOD,8.2117,124.241,2013,4,2,26.0,81.0,4.9,
41,UBALDO LAYA,8.224,124.2449,2013,4,0,26.0,81.0,4.9,
42,UPPER HINAPLANON,8.2559,124.2689,2013,4,0,26.0,81.0,4.9,
43,VILLA VERDE,8.2331,124.2437,2013,4,0,26.0,81.0,4.9,
0,ABUNO,8.1846,124.2571,2013,5,0,26.0,82.8,5.2,
1,ACMAC,8.274,124.2649,2013,5,1,26.0,82.8,5.2,
2,BAGONG SILANG,8.2418,124.252,2013,5,0,26.0,82.8,5.2,
3,BONBONON,8.2667,124.2902,2013,5,0,26.0,82.8,5.2,
4,BUNAWAN,8.3023,124.3028,2013,5,0,26.0,82.8,5.2,
5,BURU-UN,8.1872,124.1688,2013,5,0,26.0,82.8,5.2,
6,DALIPUGA,8.3074,124.255,2013,5,0,26.0,82.8,5.2,
7,DEL CARMEN,8.2322,124.2578,2013,5,0,26.0,82.8,5.2,
8,DIGKILAAN,8.2492,124.3178,2013,5,0,26.0,82.8,5.2,
9,DITUCALAN,8.1751,124.1927,2013,5,0,26.0,82.8,5.2,
10,DULAG,8.204,124.3694,2013,5,0,26.0,82.8,5.2,
11,HINAPLANON,8.2467,124.2592,2013,5,0,26.0,82.8,5.2,
12,HINDANG,8.3177,124.3457,2013,5,0,26.0,82.8,5.2,
13,KABACSANAN,8.2815,124.3088,2013,5,0,26.0,82.8,5.2,
14,KALILANGAN,8.1747,124.3863,2013,5,0,26.0,82.8,5.2,
15,KIWALAN,8.2801,124.2668,2013,5,0,26.0,82.8,5.2,
16,LANIPAO,8.2266,124.3412,2013,5,0,26.0,82.8,5.2,
17,LUINAB,8.2472,124.2681,2013,5,0,26.0,82.8,5.2,
18,MAHAYAHAY,8.2219,124.2406,2013,5,0,26.0,82.8,5.2,
19,MAINIT,8.2976,124.3876,2013,5,0,26.0,82.8,5.2,
20,MANDULOG,8.2442,124.3057,2013,5,0,26.0,82.8,5.2,
21,MARIA CRISTINA,8.1989,124.1936,2013,5,0,26.0,82.8,5.2,
22,PALAO,8.2286,124.2532,2013,5,1,26.0,82.8,5.2,
23,PANOROGANAN,8.1743,124.425,2013,5,0,26.0,82.8,5.2,
24,POBLACION,8.2285,124.2344,2013,5,1,26.0,82.8,5.2,
25,PUGA-AN,8.2285,124.2742,2013,5,0,26.0,82.8,5.2,
26,ROGONGON,8.2395,124.4115,2013,5,0,26.0,82.8,5.2,
27,SAN MIGUEL,8.2387,124.2479,2013,5,0,26.0,82.8,5.2,
28,SAN ROQUE,8.2578,124.2619,2013,5,0,26.0,82.8,5.2,
29,SANTA ELENA,8.1948,124.2273,2013,5,1,26.0,82.8,5.2,
30,SANTA FILOMENA,8.2681,124.2593,2013,5,0,26.0,82.8,5.2,
31,SANTIAGO,8.2511,124.2444,2013,5,0,26.0,82.8,5.2,
32,SANTO ROSARIO,8.2436,124.2525,2013,5,0,26.0,82.8,5.2,
33,SARAY-TIBANGA,8.2436,124.2525,2013,5,0,26.0,82.8,5.2,
34,SUAREZ,8.1914,124.2173,2013,5,5,26.0,82.8,5.2,
35,TAMBACAN,8.2236,124.2347,2013,5,2,26.0,82.8,5.2,
36,TIBANGA,8.2402,124.241,2013,5,0,26.0,82.8,5.2,
37,TIPANOY,8.1902,124.2634,2013,5,0,26.0,82.8,5.2,
38,TOMINOBO PROPER,8.2104,124.2221,2013,5,0,26.0,82.8,5.2,
39,TOMINOBO UPPER,8.1688,124.2251,2013,5,0,26.0,82.8,5.2,
40,TUBOD,8.2117,124.241,2013,5,1,26.0,82.8,5.2,
41,UBALDO LAYA,8.224,124.2449,2013,5,0,26.0,82.8,5.2,
42,UPPER HINAPLANON,8.2559,124.2689,2013,5,0,26.0,82.8,5.2,
43,VILLA VERDE,8.2331,124.2437,2013,5,2,26.0,82.8,5.2,
0,ABUNO,8.1846,124.2571,2013,6,0,24.9,86.9,9.2,
1,ACMAC,8.274,124.2649,2013,6,0,24.9,86.9,9.2,
2,BAGONG SILANG,8.2418,124.252,2013,6,0,24.9,86.9,9.2,
3,BONBONON,8.2667,124.2902,2013,6,0,24.9,86.9,9.2,
4,BUNAWAN,8.3023,124.3028,2013,6,0,24.9,86.9,9.2,
5,BURU-UN,8.1872,124.1688,2013,6,0,24.9,86.9,9.2,
6,DALIPUGA,8.3074,124.255,2013,6,1,24.9,86.9,9.2,
7,DEL CARMEN,8.2322,124.2578,2013,6,0,24.9,86.9,9.2,
8,DIGKILAAN,8.2492,124.3178,2013,6,0,24.9,86.9,9.2,
9,DITUCALAN,8.1751,124.1927,2013,6,0,24.9,86.9,9.2,
10,DULAG,8.204,124.3694,2013,6,0,24.9,86.9,9.2,
11,HINAPLANON,8.2467,124.2592,2013,6,0,24.9,86.9,9.2,
12,HINDANG,8.3177,124.3457,2013,6,0,24.9,86.9,9.2,
13,KABACSANAN,8.2815,124.3088,2013,6,0,24.9,86.9,9.2,
14,KALILANGAN,8.1747,124.3863,2013,6,0,24.9,86.9,9.2,
15,KIWALAN,8.2801,124.2668,2013,6,0,24.9,86.9,9.2,
16,LANIPAO,8.2266,124.3412,2013,6,0,24.9,86.9,9.2,
17,LUINAB,8.2472,124.2681,2013,6,0,24.9,86.9,9.2,
18,MAHAYAHAY,8.2219,124.2406,2013,6,0,24.9,86.9,9.2,
19,MAINIT,8.2976,124.3876,2013,6,0,24.9,86.9,9.2,
20,MANDULOG,8.2442,124.3057,2013,6,0,24.9,86.9,9.2,
21,MARIA CRISTINA,8.1989,124.1936,2013,6,0,24.9,86.9,9.2,
22,PALAO,8.2286,124.2532,2013,6,1,24.9,86.9,9.2,
23,PANOROGANAN,8.1743,124.425,2013,6,0,24.9,86.9,9.2,
24,POBLACION,8.2285,124.2344,2013,6,1,24.9,86.9,9.2,
25,PUGA-AN,8.2285,124.2742,2013,6,0,24.9,86.9,9.2,
26,ROGONGON,8.2395,124.4115,2013,6,0,24.9,86.9,9.2,
27,SAN MIGUEL,8.2387,124.2479,2013,6,0,24.9,86.9,9.2,
28,SAN ROQUE,8.2578,124.2619,2013,6,0,24.9,86.9,9.2,
29,SANTA ELENA,8.1948,124.2273,2013,6,0,24.9,86.9,9.2,
30,SANTA FILOMENA,8.2681,124.2593,2013,6,0,24.9,86.9,9.2,
31,SANTIAGO,8.2511,124.2444,2013,6,0,24.9,86.9,9.2,
32,SANTO ROSARIO,8.2436,124.2525,2013,6,0,24.9,86.9,9.2,
33,SARAY-TIBANGA,8.2436,124.2525,2013,6,0,24.9,86.9,9.2,
34,SUAREZ,8.1914,124.2173,2013,6,1,24.9,86.9,9.2,
35,TAMBACAN,8.2236,124.2347,2013,6,1,24.9,86.9,9.2,
36,TIBANGA,8.2402,124.241,2013,6,0,24.9,86.9,9.2,
37,TIPANOY,8.1902,124.2634,2013,6,1,24.9,86.9,9.2,
38,TOMINOBO PROPER,8.2104,124.2221,2013,6,0,24.9,86.9,9.2,
39,TOMINOBO UPPER,8.1688,124.2251,2013,6,0,24.9,86.9,9.2,
40,TUBOD,8.2117,124.241,2013,6,0,24.9,86.9,9.2,
41,UBALDO LAYA,8.224,124.2449,2013,6,1,24.9,86.9,9.2,
42,UPPER HINAPLANON,8.2559,124.2689,2013,6,0,24.9,86.9,9.2,
43,VILLA VERDE,8.2331,124.2437,2013,6,0,24.9,86.9,9.2,
0,ABUNO,8.1846,124.2571,2013,7,1,24.5,87.7,11.0,
1,ACMAC,8.274,124.2649,2013,7,0,24.5,87.7,11.0,
2,BAGONG SILANG,8.2418,124.252,2013,7,1,24.5,87.7,11.0,
3,BONBONON,8.2667,124.2902,2013,7,0,24.5,87.7,11.0,
4,BUNAWAN,8.3023,124.3028,2013,7,0,24.5,87.7,11.0,
5,BURU-UN,8.1872,124.1688,2013,7,1,24.5,87.7,11.0,
6,DALIPUGA,8.3074,124.255,2013,7,3,24.5,87.7,11.0,
7,DEL CARMEN,8.2322,124.2578,2013,7,0,24.5,87.7,11.0,
8,DIGKILAAN,8.2492,124.3178,2013,7,0,24.5,87.7,11.0,
9,DITUCALAN,8.1751,124.1927,2013,7,0,24.5,87.7,11.0,
10,DULAG,8.204,124.3694,2013,7,0,24.5,87.7,11.0,
11,HINAPLANON,8.2467,124.2592,2013,7,0,24.5,87.7,11.0,
12,HINDANG,8.3177,124.3457,2013,7,0,24.5,87.7,11.0,
13,KABACSANAN,8.2815,124.3088,2013,7,0,24.5,87.7,11.0,
14,KALILANGAN,8.1747,124.3863,2013,7,0,24.5,87.7,11.0,
15,KIWALAN,8.2801,124.2668,2013,7,0,24.5,87.7,11.0,
16,LANIPAO,8.2266,124.3412,2013,7,0,24.5,87.7,11.0,
17,LUINAB,8.2472,124.2681,2013,7,0,24.5,87.7,11.0,
18,MAHAYAHAY,8.2219,124.2406,2013,7,1,24.5,87.7,11.0,
19,MAINIT,8.2976,124.3876,2013,7,0,24.5,87.7,11.0,
20,MANDULOG,8.2442,124.3057,2013,7,0,24.5,87.7,11.0,
21,MARIA CRISTINA,8.1989,124.1936,2013,7,1,24.5,87.7,11.0,
22,PALAO,8.2286,124.2532,2013,7,1,24.5,87.7,11.0,
23,PANOROGANAN,8.1743,124.425,2013,7,0,24.5,87.7,11.0,
24,POBLACION,8.2285,124.2344,2013,7,4,24.5,87.7,11.0,
25,PUGA-AN,8.2285,124.2742,2013,7,0,24.5,87.7,11.0,
26,ROGONGON,8.2395,124.4115,2013,7,0,24.5,87.7,11.0,
27,SAN MIGUEL,8.2387,124.2479,2013,7,1,24.5,87.7,11.0,
28,SAN ROQUE,8.2578,124.2619,2013,7,0,24.5,87.7,11.0,
29,SANTA ELENA,8.1948,124.2273,2013,7,0,24.5,87.7,11.0,
30,SANTA FILOMENA,8.2681,124.2593,2013,7,0,24.5,87.7,11.0,
31,SANTIAGO,8.2511,124.2444,2013,7,0,24.5,87.7,11.0,
32,SANTO ROSARIO,8.2436,124.2525,2013,7,0,24.5,87.7,11.0,
33,SARAY-TIBANGA,8.2436,124.2525,2013,7,0,24.5,87.7,11.0,
34,SUAREZ,8.1914,124.2173,2013,7,3,24.5,87.7,11.0,
35,TAMBACAN,8.2236,124.2347,2013,7,0,24.5,87.7,11.0,
36,TIBANGA,8.2402,124.241,2013,7,0,24.5,87.7,11.0,
37,TIPANOY,8.1902,124.2634,2013,7,0,24.5,87.7,11.0,
38,TOMINOBO PROPER,8.2104,124.2221,2013,7,2,24.5,87.7,11.0,
39,TOMINOBO UPPER,8.1688,124.2251,2013,7,0,24.5,87.7,11.0,
40,TUBOD,8.2117,124.241,2013,7,0,24.5,87.7,11.0,
41,UBALDO LAYA,8.224,124.2449,2013,7,0,24.5,87.7,11.0,
42,UPPER HINAPLANON,8.2559,124.2689,2013,7,0,24.5,87.7,11.0,
43,VILLA VERDE,8.2331,124.2437,2013,7,4,24.5,87.7,11.0,
0,ABUNO,8.1846,124.2571,2013,8,0,24.3,87.2,6.9,
1,ACMAC,8.274,124.2649,2013,8,0,24.3,87.2,6.9,
2,BAGONG SILANG,8.2418,124.252,2013,8,2,24.3,87.2,6.9,
3,BONBONON,8.2667,124.2902,2013,8,1,24.3,87.2,6.9,
4,BUNAWAN,8.3023,124.3028,2013,8,0,24.3,87.2,6.9,
5,BURU-UN,8.1872,124.1688,2013,8,0,24.3,87.2,6.9,
6,DALIPUGA,8.3074,124.255,2013,8,1,24.3,87.2,6.9,
7,DEL CARMEN,8.2322,124.2578,2013,8,1,24.3,87.2,6.9,
8,DIGKILAAN,8.2492,124.3178,2013,8,0,24.3,87.2,6.9,
9,DITUCALAN,8.1751,124.1927,2013,8,0,24.3,87.2,6.9,
10,DULAG,8.204,124.3694,2013,8,0,24.3,87.2,6.9,
11,HINAPLANON,8.2467,124.2592,2013,8,0,24.3,87.2,6.9,
12,HINDANG,8.3177,124.3457,2013,8,0,24.3,87.2,6.9,
13,KABACSANAN,8.2815,124.3088,2013,8,0,24.3,87.2,6.9,
14,KALILANGAN,8.1747,124.3863,2013,8,0,24.3,87.2,6.9,
15,KIWALAN,8.2801,124.2668,2013,8,0,24.3,87.2,6.9,
16,LANIPAO,8.2266,124.3412,2013,8,0,24.3,87.2,6.9,
17,LUINAB,8.2472,124.2681,2013,8,0,24.3,87.2,6.9,
18,MAHAYAHAY,8.2219,124.2406,2013,8,0,24.3,87.2,6.9,
19,MAINIT,8.2976,124.3876,2013,8,0,24.3,87.2,6.9,
20,MANDULOG,8.2442,124.3057,2013,8,1,24.3,87.2,6.9,
21,MARIA CRISTINA,8.1989,124.1936,2013,8,0,24.3,87.2,6.9,
22,PALAO,8.2286,124.2532,2013,8,0,24.3,87.2,6.9,
23,PANOROGANAN,8.1743,124.425,2013,8,0,24.3,87.2,6.9,
24,POBLACION,8.2285,124.2344,2013,8,1,24.3,87.2,6.9,
25,PUGA-AN,8.2285,124.2742,2013,8,0,24.3,87.2,6.9,
26,ROGONGON,8.2395,124.4115,2013,8,0,24.3,87.2,6.9,
27,SAN MIGUEL,8.2387,124.2479,2013,8,0,24.3,87.2,6.9,
28,SAN ROQUE,8.2578,124.2619,2013,8,0,24.3,87.2,6.9,
29,SANTA ELENA,8.1948,124.2273,2013,8,0,24.3,87.2,6.9,
30,SANTA FILOMENA,8.2681,124.2593,2013,8,0,24.3,87.2,6.9,
31,SANTIAGO,8.2511,124.2444,2013,8,1,24.3,87.2,6.9,
32,SANTO ROSARIO,8.2436,124.2525,2013,8,0,24.3,87.2,6.9,
33,SARAY-TIBANGA,8.2436,124.2525,2013,8,0,24.3,87.2,6.9,
34,SUAREZ,8.1914,124.2173,2013,8,3,24.3,87.2,6.9,
35,TAMBACAN,8.2236,124.2347,2013,8,0,24.3,87.2,6.9,
36,TIBANGA,8.2402,124.241,2013,8,0,24.3,87.2,6.9,
37,TIPANOY,8.1902,124.2634,2013,8,3,24.3,87.2,6.9,
38,TOMINOBO PROPER,8.2104,124.2221,2013,8,1,24.3,87.2,6.9,
39,TOMINOBO UPPER,8.1688,124.2251,2013,8,0,24.3,87.2,6.9,
40,TUBOD,8.2117,124.241,2013,8,4,24.3,87.2,6.9,
41,UBALDO LAYA,8.224,124.2449,2013,8,0,24.3,87.2,6.9,
42,UPPER HINAPLANON,8.2559,124.2689,2013,8,0,24.3,87.2,6.9,
43,VILLA VERDE,8.2331,124.2437,2013,8,1,24.3,87.2,6.9,
0,ABUNO,8.1846,124.2571,2013,9,0,24.6,86.5,4.9,
1,ACMAC,8.274,124.2649,2013,9,1,24.6,86.5,4.9,
2,BAGONG SILANG,8.2418,124.252,2013,9,0,24.6,86.5,4.9,
3,BONBONON,8.2667,124.2902,2013,9,0,24.6,86.5,4.9,
4,BUNAWAN,8.3023,124.3028,2013,9,0,24.6,86.5,4.9,
5,BURU-UN,8.1872,124.1688,2013,9,0,24.6,86.5,4.9,
6,DALIPUGA,8.3074,124.255,2013,9,2,24.6,86.5,4.9,
7,DEL CARMEN,8.2322,124.2578,2013,9,1,24.6,86.5,4.9,
8,DIGKILAAN,8.2492,124.3178,2013,9,0,24.6,86.5,4.9,
9,DITUCALAN,8.1751,124.1927,2013,9,0,24.6,86.5,4.9,
10,DULAG,8.204,124.3694,2013,9,0,24.6,86.5,4.9,
11,HINAPLANON,8.2467,124.2592,2013,9,3,24.6,86.5,4.9,
12,HINDANG,8.3177,124.3457,2013,9,0,24.6,86.5,4.9,
13,KABACSANAN,8.2815,124.3088,2013,9,0,24.6,86.5,4.9,
14,KALILANGAN,8.1747,124.3863,2013,9,0,24.6,86.5,4.9,
15,KIWALAN,8.2801,124.2668,2013,9,0,24.6,86.5,4.9,
16,LANIPAO,8.2266,124.3412,2013,9,0,24.6,86.5,4.9,
17,LUINAB,8.2472,124.2681,2013,9,4,24.6,86.5,4.9,
18,MAHAYAHAY,8.2219,124.2406,2013,9,2,24.6,86.5,4.9,
19,MAINIT,8.2976,124.3876,2013,9,0,24.6,86.5,4.9,
20,MANDULOG,8.2442,124.3057,2013,9,1,24.6,86.5,4.9,
21,MARIA CRISTINA,8.1989,124.1936,2013,9,1,24.6,86.5,4.9,
22,PALAO,8.2286,124.2532,2013,9,3,24.6,86.5,4.9,
23,PANOROGANAN,8.1743,124.425,2013,9,0,24.6,86.5,4.9,
24,POBLACION,8.2285,124.2344,2013,9,5,24.6,86.5,4.9,
25,PUGA-AN,8.2285,124.2742,2013,9,0,24.6,86.5,4.9,
26,ROGONGON,8.2395,124.4115,2013,9,0,24.6,86.5,4.9,
27,SAN MIGUEL,8.2387,124.2479,2013,9,2,24.6,86.5,4.9,
28,SAN ROQUE,8.2578,124.2619,2013,9,0,24.6,86.5,4.9,
29,SANTA ELENA,8.1948,124.2273,2013,9,0,24.6,86.5,4.9,
30,SANTA FILOMENA,8.2681,124.2593,2013,9,2,24.6,86.5,4.9,
31,SANTIAGO,8.2511,124.2444,2013,9,0,24.6,86.5,4.9,
32,SANTO ROSARIO,8.2436,124.2525,2013,9,0,24.6,86.5,4.9,
33,SARAY-TIBANGA,8.2436,124.2525,2013,9,1,24.6,86.5,4.9,
34,SUAREZ,8.1914,124.2173,2013,9,2,24.6,86.5,4.9,
35,TAMBACAN,8.2236,124.2347,2013,9,1,24.6,86.5,4.9,
36,TIBANGA,8.2402,124.241,2013,9,0,24.6,86.5,4.9,
37,TIPANOY,8.1902,124.2634,2013,9,2,24.6,86.5,4.9,
38,TOMINOBO PROPER,8.2104,124.2221,2013,9,4,24.6,86.5,4.9,
39,TOMINOBO UPPER,8.1688,124.2251,2013,9,0,24.6,86.5,4.9,
40,TUBOD,8.2117,124.241,2013,9,10,24.6,86.5,4.9,
41,UBALDO LAYA,8.224,124.2449,2013,9,0,24.6,86.5,4.9,
