Barangay_No,Barangay,x,y,Year,Month,Dengue Cases
34,TIBANGA,8.2402,124.2415,2016,12,2
35,TIPANOY,8.1902,124.2634,2016,12,6
36,TOMINOBO PROPER,8.2104,124.2221,2016,12,9
37,TOMINOBO UPPER,8.1688,124.2251,2016,12,0
38,TUBOD,8.2117,124.2394,2016,12,27
39,UBALDO LAYA,8.224,124.2449,2016,12,0
40,UPPER HINAPLANON,8.2559,124.2689,2016,12,0
41,VILLA VERDE,8.2331,124.2437,2016,12,3
0,ABUNO,8.1846,124.2571,2017,1,0
1,ACMAC,8.274,124.2649,2017,1,0
2,BAGONG SILANG,8.2418,124.252,2017,1,5
3,BONBONON,8.2667,124.2902,2017,1,0
4,BUNAWAN,8.3023,124.3028,2017,1,0
5,BURU-UN,8.1872,124.1688,2017,1,7
6,DALIPUGA,8.3074,124.255,2017,1,2
7,DEL CARMEN,8.2322,124.2578,2017,1,1
8,DIGKILAAN,8.2492,124.3178,2017,1,0
9,DITUCALAN,8.1751,124.1927,2017,1,2
10,HINAPLANON,8.2467,124.2592,2017,1,5
11,HINDANG,8.3177,124.3457,2017,1,0
12,KABACSANAN,8.2815,124.3088,2017,1,0
13,KIWALAN,8.2801,124.2668,2017,1,0
14,LANIPAO,8.2266,124.3412,2017,1,0
15,LUINAB,8.2472,124.2681,2017,1,3
16,MAHAYAHAY,8.2219,124.2406,2017,1,9
17,MAINIT,8.2976,124.3876,2017,1,0
18,MANDULOG,8.2442,124.3057,2017,1,1
19,MARIA CRISTINA,8.1989,124.1936,2017,1,2
20,PALAO,8.2286,124.2532,2017,1,15
21,PANOROGANAN,8.1743,124.425,2017,1,0
22,POBLACION,8.2292,124.2344,2017,1,3
23,PUGA-AN,8.2122,124.2742,2017,1,4
24,ROGONGON,8.2395,124.4115,2017,1,0
25,SAN MIGUEL,8.2387,124.2479,2017,1,2
26,SAN ROQUE,8.2578,124.2619,2017,1,0
27,SANTA ELENA,8.1948,124.2273,2017,1,3
28,SANTA FILOMENA,8.2681,124.2593,2017,1,2
29,SANTIAGO,8.2511,124.2444,2017,1,7
30,SANTO ROSARIO,8.2436,124.2525,2017,1,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,1,8
32,SUAREZ,8.1914,124.2173,2017,1,8
33,TAMBACAN,8.2236,124.2347,2017,1,4
34,TIBANGA,8.2402,124.2415,2017,1,6
35,TIPANOY,8.1902,124.2634,2017,1,8
36,TOMINOBO PROPER,8.2104,124.2221,2017,1,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,1,6
38,TUBOD,8.2117,124.2394,2017,1,1
39,UBALDO LAYA,8.224,124.2449,2017,1,4
40,UPPER HINAPLANON,8.2559,124.2689,2017,1,1
41,VILLA VERDE,8.2331,124.2437,2017,1,0
0,ABUNO,8.1846,124.2571,2017,2,2
1,ACMAC,8.274,124.2649,2017,2,1
2,BAGONG SILANG,8.2418,124.252,2017,2,3
3,BONBONON,8.2667,124.2902,2017,2,0
4,BUNAWAN,8.3023,124.3028,2017,2,0
5,BURU-UN,8.1872,124.1688,2017,2,5
6,DALIPUGA,8.3074,124.255,2017,2,3
7,DEL CARMEN,8.2322,124.2578,2017,2,1
8,DIGKILAAN,8.2492,124.3178,2017,2,0
9,DITUCALAN,8.1751,124.1927,2017,2,0
10,HINAPLANON,8.2467,124.2592,2017,2,4
11,HINDANG,8.3177,124.3457,2017,2,0
12,KABACSANAN,8.2815,124.3088,2017,2,0
13,KIWALAN,8.2801,124.2668,2017,2,0
14,LANIPAO,8.2266,124.3412,2017,2,0
15,LUINAB,8.2472,124.2681,2017,2,5
16,MAHAYAHAY,8.2219,124.2406,2017,2,5
17,MAINIT,8.2976,124.3876,2017,2,0
18,MANDULOG,8.2442,124.3057,2017,2,0
19,MARIA CRISTINA,8.1989,124.1936,2017,2,1
20,PALAO,8.2286,124.2532,2017,2,4
21,PANOROGANAN,8.1743,124.425,2017,2,0
22,POBLACION,8.2292,124.2344,2017,2,0
23,PUGA-AN,8.2122,124.2742,2017,2,0
24,ROGONGON,8.2395,124.4115,2017,2,0
25,SAN MIGUEL,8.2387,124.2479,2017,2,1
26,SAN ROQUE,8.2578,124.2619,2017,2,1
27,SANTA ELENA,8.1948,124.2273,2017,2,0
28,SANTA FILOMENA,8.2681,124.2593,2017,2,0
29,SANTIAGO,8.2511,124.2444,2017,2,1
30,SANTO ROSARIO,8.2436,124.2525,2017,2,1
31,SARAY-TIBANGA,8.2349,124.2371,2017,2,3
32,SUAREZ,8.1914,124.2173,2017,2,1
33,TAMBACAN,8.2236,124.2347,2017,2,6
34,TIBANGA,8.2402,124.2415,2017,2,2
35,TIPANOY,8.1902,124.2634,2017,2,4
36,TOMINOBO PROPER,8.2104,124.2221,2017,2,4
37,TOMINOBO UPPER,8.1688,124.2251,2017,2,0
38,TUBOD,8.2117,124.2394,2017,2,8
39,UBALDO LAYA,8.224,124.2449,2017,2,4
40,UPPER HINAPLANON,8.2559,124.2689,2017,2,1
41,VILLA VERDE,8.2331,124.2437,2017,2,3
0,ABUNO,8.1846,124.2571,2017,3,1
1,ACMAC,8.274,124.2649,2017,3,1
2,BAGONG SILANG,8.2418,124.252,2017,3,2
3,BONBONON,8.2667,124.2902,2017,3,2
4,BUNAWAN,8.3023,124.3028,2017,3,0
5,BURU-UN,8.1872,124.1688,2017,3,4
6,DALIPUGA,8.3074,124.255,2017,3,2
7,DEL CARMEN,8.2322,124.2578,2017,3,0
8,DIGKILAAN,8.2492,124.3178,2017,3,2
9,DITUCALAN,8.1751,124.1927,2017,3,1
10,HINAPLANON,8.2467,124.2592,2017,3,4
11,HINDANG,8.3177,124.3457,2017,3,0
12,KABACSANAN,8.2815,124.3088,2017,3,0
13,KIWALAN,8.2801,124.2668,2017,3,0
14,LANIPAO,8.2266,124.3412,2017,3,0
15,LUINAB,8.2472,124.2681,2017,3,1
16,MAHAYAHAY,8.2219,124.2406,2017,3,2
17,MAINIT,8.2976,124.3876,2017,3,0
18,MANDULOG,8.2442,124.3057,2017,3,0
19,MARIA CRISTINA,8.1989,124.1936,2017,3,1
20,PALAO,8.2286,124.2532,2017,3,0
21,PANOROGANAN,8.1743,124.425,2017,3,0
22,POBLACION,8.2292,124.2344,2017,3,1
23,PUGA-AN,8.2122,124.2742,2017,3,0
24,ROGONGON,8.2395,124.4115,2017,3,0
25,SAN MIGUEL,8.2387,124.2479,2017,3,1
26,SAN ROQUE,8.2578,124.2619,2017,3,0
27,SANTA ELENA,8.1948,124.2273,2017,3,3
28,SANTA FILOMENA,8.2681,124.2593,2017,3,0
29,SANTIAGO,8.2511,124.2444,2017,3,0
30,SANTO ROSARIO,8.2436,124.2525,2017,3,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,3,0
32,SUAREZ,8.1914,124.2173,2017,3,1
33,TAMBACAN,8.2236,124.2347,2017,3,6
34,TIBANGA,8.2402,124.2415,2017,3,1
35,TIPANOY,8.1902,124.2634,2017,3,2
36,TOMINOBO PROPER,8.2104,124.2221,2017,3,3
37,TOMINOBO UPPER,8.1688,124.2251,2017,3,0
38,TUBOD,8.2117,124.2394,2017,3,8
39,UBALDO LAYA,8.224,124.2449,2017,3,1
40,UPPER HINAPLANON,8.2559,124.2689,2017,3,0
41,VILLA VERDE,8.2331,124.2437,2017,3,0
0,ABUNO,8.1846,124.2571,2017,4,0
1,ACMAC,8.274,124.2649,2017,4,0
2,BAGONG SILANG,8.2418,124.252,2017,4,1
3,BONBONON,8.2667,124.2902,2017,4,0
4,BUNAWAN,8.3023,124.3028,2017,4,0
5,BURU-UN,8.1872,124.1688,2017,4,2
6,DALIPUGA,8.3074,124.255,2017,4,0
7,DEL CARMEN,8.2322,124.2578,2017,4,0
8,DIGKILAAN,8.2492,124.3178,2017,4,0
9,DITUCALAN,8.1751,124.1927,2017,4,0
10,HINAPLANON,8.2467,124.2592,2017,4,0
11,HINDANG,8.3177,124.3457,2017,4,0
12,KABACSANAN,8.2815,124.3088,2017,4,0
13,KIWALAN,8.2801,124.2668,2017,4,1
14,LANIPAO,8.2266,124.3412,2017,4,0
15,LUINAB,8.2472,124.2681,2017,4,1
16,MAHAYAHAY,8.2219,124.2406,2017,4,3
17,MAINIT,8.2976,124.3876,2017,4,0
18,MANDULOG,8.2442,124.3057,2017,4,0
19,MARIA CRISTINA,8.1989,124.1936,2017,4,0
20,PALAO,8.2286,124.2532,2017,4,1
21,PANOROGANAN,8.1743,124.425,2017,4,0
22,POBLACION,8.2292,124.2344,2017,4,1
23,PUGA-AN,8.2122,124.2742,2017,4,0
24,ROGONGON,8.2395,124.4115,2017,4,0
25,SAN MIGUEL,8.2387,124.2479,2017,4,1
26,SAN ROQUE,8.2578,124.2619,2017,4,0
27,SANTA ELENA,8.1948,124.2273,2017,4,0
28,SANTA FILOMENA,8.2681,124.2593,2017,4,1
29,SANTIAGO,8.2511,124.2444,2017,4,2
30,SANTO ROSARIO,8.2436,124.2525,2017,4,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,4,1
32,SUAREZ,8.1914,124.2173,2017,4,0
33,TAMBACAN,8.2236,124.2347,2017,4,0
34,TIBANGA,8.2402,124.2415,2017,4,0
35,TIPANOY,8.1902,124.2634,2017,4,0
36,TOMINOBO PROPER,8.2104,124.2221,2017,4,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,4,1
38,TUBOD,8.2117,124.2394,2017,4,2
39,UBALDO LAYA,8.224,124.2449,2017,4,1
40,UPPER HINAPLANON,8.2559,124.2689,2017,4,0
41,VILLA VERDE,8.2331,124.2437,2017,4,1
0,ABUNO,8.1846,124.2571,2017,5,0
1,ACMAC,8.274,124.2649,2017,5,0
2,BAGONG SILANG,8.2418,124.252,2017,5,2
3,BONBONON,8.2667,124.2902,2017,5,0
4,BUNAWAN,8.3023,124.3028,2017,5,0
5,BURU-UN,8.1872,124.1688,2017,5,3
6,DALIPUGA,8.3074,124.255,2017,5,1
7,DEL CARMEN,8.2322,124.2578,2017,5,0
8,DIGKILAAN,8.2492,124.3178,2017,5,0
9,DITUCALAN,8.1751,124.1927,2017,5,0
10,HINAPLANON,8.2467,124.2592,2017,5,1
11,HINDANG,8.3177,124.3457,2017,5,0
12,KABACSANAN,8.2815,124.3088,2017,5,0
13,KIWALAN,8.2801,124.2668,2017,5,0
14,LANIPAO,8.2266,124.3412,2017,5,0
15,LUINAB,8.2472,124.2681,2017,5,0
16,MAHAYAHAY,8.2219,124.2406,2017,5,0
17,MAINIT,8.2976,124.3876,2017,5,0
18,MANDULOG,8.2442,124.3057,2017,5,0
19,MARIA CRISTINA,8.1989,124.1936,2017,5,0
20,PALAO,8.2286,124.2532,2017,5,0
21,PANOROGANAN,8.1743,124.425,2017,5,0
22,POBLACION,8.2292,124.2344,2017,5,1
23,PUGA-AN,8.2122,124.2742,2017,5,0
24,ROGONGON,8.2395,124.4115,2017,5,0
25,SAN MIGUEL,8.2387,124.2479,2017,5,0
26,SAN ROQUE,8.2578,124.2619,2017,5,0
27,SANTA ELENA,8.1948,124.2273,2017,5,0
28,SANTA FILOMENA,8.2681,124.2593,2017,5,1
29,SANTIAGO,8.2511,124.2444,2017,5,1
30,SANTO ROSARIO,8.2436,124.2525,2017,5,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,5,0
32,SUAREZ,8.1914,124.2173,2017,5,1
33,TAMBACAN,8.2236,124.2347,2017,5,2
34,TIBANGA,8.2402,124.2415,2017,5,0
35,TIPANOY,8.1902,124.2634,2017,5,1
36,TOMINOBO PROPER,8.2104,124.2221,2017,5,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,5,0
38,TUBOD,8.2117,124.2394,2017,5,1
39,UBALDO LAYA,8.224,124.2449,2017,5,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,5,0
41,VILLA VERDE,8.2331,124.2437,2017,5,0
0,ABUNO,8.1846,124.2571,2017,6,0
1,ACMAC,8.274,124.2649,2017,6,1
2,BAGONG SILANG,8.2418,124.252,2017,6,1
3,BONBONON,8.2667,124.2902,2017,6,0
4,BUNAWAN,8.3023,124.3028,2017,6,1
5,BURU-UN,8.1872,124.1688,2017,6,0
6,DALIPUGA,8.3074,124.255,2017,6,1
7,DEL CARMEN,8.2322,124.2578,2017,6,1
8,DIGKILAAN,8.2492,124.3178,2017,6,1
9,DITUCALAN,8.1751,124.1927,2017,6,0
10,HINAPLANON,8.2467,124.2592,2017,6,0
11,HINDANG,8.3177,124.3457,2017,6,0
12,KABACSANAN,8.2815,124.3088,2017,6,0
13,KIWALAN,8.2801,124.2668,2017,6,0
14,LANIPAO,8.2266,124.3412,2017,6,0
15,LUINAB,8.2472,124.2681,2017,6,1
16,MAHAYAHAY,8.2219,124.2406,2017,6,0
17,MAINIT,8.2976,124.3876,2017,6,0
18,MANDULOG,8.2442,124.3057,2017,6,0
19,MARIA CRISTINA,8.1989,124.1936,2017,6,1
20,PALAO,8.2286,124.2532,2017,6,0
21,PANOROGANAN,8.1743,124.425,2017,6,0
22,POBLACION,8.2292,124.2344,2017,6,0
23,PUGA-AN,8.2122,124.2742,2017,6,0
24,ROGONGON,8.2395,124.4115,2017,6,0
25,SAN MIGUEL,8.2387,124.2479,2017,6,1
26,SAN ROQUE,8.2578,124.2619,2017,6,0
27,SANTA ELENA,8.1948,124.2273,2017,6,0
28,SANTA FILOMENA,8.2681,124.2593,2017,6,0
29,SANTIAGO,8.2511,124.2444,2017,6,1
30,SANTO ROSARIO,8.2436,124.2525,2017,6,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,6,0
32,SUAREZ,8.1914,124.2173,2017,6,0
33,TAMBACAN,8.2236,124.2347,2017,6,0
34,TIBANGA,8.2402,124.2415,2017,6,0
35,TIPANOY,8.1902,124.2634,2017,6,1
36,TOMINOBO PROPER,8.2104,124.2221,2017,6,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,6,0
38,TUBOD,8.2117,124.2394,2017,6,1
39,UBALDO LAYA,8.224,124.2449,2017,6,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,6,0
41,VILLA VERDE,8.2331,124.2437,2017,6,0
0,ABUNO,8.1846,124.2571,2017,7,0
1,ACMAC,8.274,124.2649,2017,7,1
2,BAGONG SILANG,8.2418,124.252,2017,7,1
3,BONBONON,8.2667,124.2902,2017,7,0
4,BUNAWAN,8.3023,124.3028,2017,7,0
5,BURU-UN,8.1872,124.1688,2017,7,2
6,DALIPUGA,8.3074,124.255,2017,7,3
7,DEL CARMEN,8.2322,124.2578,2017,7,1
8,DIGKILAAN,8.2492,124.3178,2017,7,0
9,DITUCALAN,8.1751,124.1927,2017,7,0
10,HINAPLANON,8.2467,124.2592,2017,7,0
11,HINDANG,8.3177,124.3457,2017,7,0
12,KABACSANAN,8.2815,124.3088,2017,7,0
13,KIWALAN,8.2801,124.2668,2017,7,0
14,LANIPAO,8.2266,124.3412,2017,7,0
15,LUINAB,8.2472,124.2681,2017,7,6
16,MAHAYAHAY,8.2219,124.2406,2017,7,0
17,MAINIT,8.2976,124.3876,2017,7,0
18,MANDULOG,8.2442,124.3057,2017,7,0
19,MARIA CRISTINA,8.1989,124.1936,2017,7,1
20,PALAO,8.2286,124.2532,2017,7,1
21,PANOROGANAN,8.1743,124.425,2017,7,0
22,POBLACION,8.2292,124.2344,2017,7,1
23,PUGA-AN,8.2122,124.2742,2017,7,0
24,ROGONGON,8.2395,124.4115,2017,7,0
25,SAN MIGUEL,8.2387,124.2479,2017,7,2
26,SAN ROQUE,8.2578,124.2619,2017,7,1
27,SANTA ELENA,8.1948,124.2273,2017,7,1
28,SANTA FILOMENA,8.2681,124.2593,2017,7,0
29,SANTIAGO,8.2511,124.2444,2017,7,1
30,SANTO ROSARIO,8.2436,124.2525,2017,7,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,7,0
32,SUAREZ,8.1914,124.2173,2017,7,3
33,TAMBACAN,8.2236,124.2347,2017,7,3
34,TIBANGA,8.2402,124.2415,2017,7,1
35,TIPANOY,8.1902,124.2634,2017,7,3
36,TOMINOBO PROPER,8.2104,124.2221,2017,7,1
37,TOMINOBO UPPER,8.1688,124.2251,2017,7,0
38,TUBOD,8.2117,124.2394,2017,7,6
39,UBALDO LAYA,8.224,124.2449,2017,7,2
40,UPPER HINAPLANON,8.2559,124.2689,2017,7,1
41,VILLA VERDE,8.2331,124.2437,2017,7,1
0,ABUNO,8.1846,124.2571,2017,8,0
1,ACMAC,8.274,124.2649,2017,8,0
2,BAGONG SILANG,8.2418,124.252,2017,8,0
3,BONBONON,8.2667,124.2902,2017,8,0
4,BUNAWAN,8.3023,124.3028,2017,8,0
5,BURU-UN,8.1872,124.1688,2017,8,1
6,DALIPUGA,8.3074,124.255,2017,8,1
7,DEL CARMEN,8.2322,124.2578,2017,8,1
8,DIGKILAAN,8.2492,124.3178,2017,8,0
9,DITUCALAN,8.1751,124.1927,2017,8,1
10,HINAPLANON,8.2467,124.2592,2017,8,1
11,HINDANG,8.3177,124.3457,2017,8,0
12,KABACSANAN,8.2815,124.3088,2017,8,0
13,KIWALAN,8.2801,124.2668,2017,8,1
14,LANIPAO,8.2266,124.3412,2017,8,0
15,LUINAB,8.2472,124.2681,2017,8,0
16,MAHAYAHAY,8.2219,124.2406,2017,8,1
17,MAINIT,8.2976,124.3876,2017,8,0
18,MANDULOG,8.2442,124.3057,2017,8,0
19,MARIA CRISTINA,8.1989,124.1936,2017,8,1
20,PALAO,8.2286,124.2532,2017,8,1
21,PANOROGANAN,8.1743,124.425,2017,8,0
22,POBLACION,8.2292,124.2344,2017,8,0
23,PUGA-AN,8.2122,124.2742,2017,8,0
24,ROGONGON,8.2395,124.4115,2017,8,0
25,SAN MIGUEL,8.2387,124.2479,2017,8,1
26,SAN ROQUE,8.2578,124.2619,2017,8,0
27,SANTA ELENA,8.1948,124.2273,2017,8,0
28,SANTA FILOMENA,8.2681,124.2593,2017,8,0
29,SANTIAGO,8.2511,124.2444,2017,8,0
30,SANTO ROSARIO,8.2436,124.2525,2017,8,2
31,SARAY-TIBANGA,8.2349,124.2371,2017,8,0
32,SUAREZ,8.1914,124.2173,2017,8,0
33,TAMBACAN,8.2236,124.2347,2017,8,2
34,TIBANGA,8.2402,124.2415,2017,8,0
35,TIPANOY,8.1902,124.2634,2017,8,2
36,TOMINOBO PROPER,8.2104,124.2221,2017,8,1
37,TOMINOBO UPPER,8.1688,124.2251,2017,8,0
38,TUBOD,8.2117,124.2394,2017,8,2
39,UBALDO LAYA,8.224,124.2449,2017,8,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,8,0
41,VILLA VERDE,8.2331,124.2437,2017,8,1
0,ABUNO,8.1846,124.2571,2017,9,0
1,ACMAC,8.274,124.2649,2017,9,0
2,BAGONG SILANG,8.2418,124.252,2017,9,0
3,BONBONON,8.2667,124.2902,2017,9,0
4,BUNAWAN,8.3023,124.3028,2017,9,0
5,BURU-UN,8.1872,124.1688,2017,9,0
6,DALIPUGA,8.3074,124.255,2017,9,0
7,DEL CARMEN,8.2322,124.2578,2017,9,1
8,DIGKILAAN,8.2492,124.3178,2017,9,0
9,DITUCALAN,8.1751,124.1927,2017,9,0
10,HINAPLANON,8.2467,124.2592,2017,9,3
11,HINDANG,8.3177,124.3457,2017,9,0
12,KABACSANAN,8.2815,124.3088,2017,9,0
13,KIWALAN,8.2801,124.2668,2017,9,0
14,LANIPAO,8.2266,124.3412,2017,9,0
15,LUINAB,8.2472,124.2681,2017,9,2
16,MAHAYAHAY,8.2219,124.2406,2017,9,0
17,MAINIT,8.2976,124.3876,2017,9,0
18,MANDULOG,8.2442,124.3057,2017,9,0
19,MARIA CRISTINA,8.1989,124.1936,2017,9,0
20,PALAO,8.2286,124.2532,2017,9,1
21,PANOROGANAN,8.1743,124.425,2017,9,0
22,POBLACION,8.2292,124.2344,2017,9,0
23,PUGA-AN,8.2122,124.2742,2017,9,0
24,ROGONGON,8.2395,124.4115,2017,9,0
25,SAN MIGUEL,8.2387,124.2479,2017,9,0
26,SAN ROQUE,8.2578,124.2619,2017,9,0
27,SANTA ELENA,8.1948,124.2273,2017,9,0
28,SANTA FILOMENA,8.2681,124.2593,2017,9,0
29,SANTIAGO,8.2511,124.2444,2017,9,0
30,SANTO ROSARIO,8.2436,124.2525,2017,9,1
31,SARAY-TIBANGA,8.2349,124.2371,2017,9,0
32,SUAREZ,8.1914,124.2173,2017,9,1
33,TAMBACAN,8.2236,124.2347,2017,9,0
34,TIBANGA,8.2402,124.2415,2017,9,1
35,TIPANOY,8.1902,124.2634,2017,9,4
36,TOMINOBO PROPER,8.2104,124.2221,2017,9,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,9,0
38,TUBOD,8.2117,124.2394,2017,9,0
39,UBALDO LAYA,8.224,124.2449,2017,9,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,9,0
41,VILLA VERDE,8.2331,124.2437,2017,9,0
0,ABUNO,8.1846,124.2571,2017,10,0
1,ACMAC,8.274,124.2649,2017,10,0
2,BAGONG SILANG,8.2418,124.252,2017,10,0
3,BONBONON,8.2667,124.2902,2017,10,0
4,BUNAWAN,8.3023,124.3028,2017,10,0
5,BURU-UN,8.1872,124.1688,2017,10,0
6,DALIPUGA,8.3074,124.255,2017,10,0
7,DEL CARMEN,8.2322,124.2578,2017,10,0
8,DIGKILAAN,8.2492,124.3178,2017,10,0
9,DITUCALAN,8.1751,124.1927,2017,10,0
10,HINAPLANON,8.2467,124.2592,2017,10,0
11,HINDANG,8.3177,124.3457,2017,10,0
12,KABACSANAN,8.2815,124.3088,2017,10,0
13,KIWALAN,8.2801,124.2668,2017,10,1
14,LANIPAO,8.2266,124.3412,2017,10,0
15,LUINAB,8.2472,124.2681,2017,10,1
16,MAHAYAHAY,8.2219,124.2406,2017,10,0
17,MAINIT,8.2976,124.3876,2017,10,0
18,MANDULOG,8.2442,124.3057,2017,10,0
19,MARIA CRISTINA,8.1989,124.1936,2017,10,0
20,PALAO,8.2286,124.2532,2017,10,1
21,PANOROGANAN,8.1743,124.425,2017,10,0
22,POBLACION,8.2292,124.2344,2017,10,1
23,PUGA-AN,8.2122,124.2742,2017,10,0
24,ROGONGON,8.2395,124.4115,2017,10,0
25,SAN MIGUEL,8.2387,124.2479,2017,10,0
26,SAN ROQUE,8.2578,124.2619,2017,10,0
27,SANTA ELENA,8.1948,124.2273,2017,10,0
28,SANTA FILOMENA,8.2681,124.2593,2017,10,1
29,SANTIAGO,8.2511,124.2444,2017,10,0
30,SANTO ROSARIO,8.2436,124.2525,2017,10,0
31,SARAY-TIBANGA,8.2349,124.2371,2017,10,0
32,SUAREZ,8.1914,124.2173,2017,10,0
33,TAMBACAN,8.2236,124.2347,2017,10,0
34,TIBANGA,8.2402,124.2415,2017,10,0
35,TIPANOY,8.1902,124.2634,2017,10,0
36,TOMINOBO PROPER,8.2104,124.2221,2017,10,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,10,0
38,TUBOD,8.2117,124.2394,2017,10,1
39,UBALDO LAYA,8.224,124.2449,2017,10,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,10,0
41,VILLA VERDE,8.2331,124.2437,2017,10,0
0,ABUNO,8.1846,124.2571,2017,11,0
1,ACMAC,8.274,124.2649,2017,11,1
2,BAGONG SILANG,8.2418,124.252,2017,11,1
3,BONBONON,8.2667,124.2902,2017,11,0
4,BUNAWAN,8.3023,124.3028,2017,11,0
5,BURU-UN,8.1872,124.1688,2017,11,0
6,DALIPUGA,8.3074,124.255,2017,11,0
7,DEL CARMEN,8.2322,124.2578,2017,11,1
8,DIGKILAAN,8.2492,124.3178,2017,11,0
9,DITUCALAN,8.1751,124.1927,2017,11,1
10,HINAPLANON,8.2467,124.2592,2017,11,1
11,HINDANG,8.3177,124.3457,2017,11,0
12,KABACSANAN,8.2815,124.3088,2017,11,0
13,KIWALAN,8.2801,124.2668,2017,11,8
14,LANIPAO,8.2266,124.3412,2017,11,0
15,LUINAB,8.2472,124.2681,2017,11,0
16,MAHAYAHAY,8.2219,124.2406,2017,11,0
17,MAINIT,8.2976,124.3876,2017,11,0
18,MANDULOG,8.2442,124.3057,2017,11,0
19,MARIA CRISTINA,8.1989,124.1936,2017,11,0
20,PALAO,8.2286,124.2532,2017,11,0
21,PANOROGANAN,8.1743,124.425,2017,11,0
22,POBLACION,8.2292,124.2344,2017,11,1
23,PUGA-AN,8.2122,124.2742,2017,11,0
24,ROGONGON,8.2395,124.4115,2017,11,0
25,SAN MIGUEL,8.2387,124.2479,2017,11,1
26,SAN ROQUE,8.2578,124.2619,2017,11,0
27,SANTA ELENA,8.1948,124.2273,2017,11,3
28,SANTA FILOMENA,8.2681,124.2593,2017,11,0
29,SANTIAGO,8.2511,124.2444,2017,11,0
30,SANTO ROSARIO,8.2436,124.2525,2017,11,2
31,SARAY-TIBANGA,8.2349,124.2371,2017,11,1
32,SUAREZ,8.1914,124.2173,2017,11,1
33,TAMBACAN,8.2236,124.2347,2017,11,0
34,TIBANGA,8.2402,124.2415,2017,11,0
35,TIPANOY,8.1902,124.2634,2017,11,0
36,TOMINOBO PROPER,8.2104,124.2221,2017,11,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,11,0
38,TUBOD,8.2117,124.2394,2017,11,2
39,UBALDO LAYA,8.224,124.2449,2017,11,0
40,UPPER HINAPLANON,8.2559,124.2689,2017,11,0
41,VILLA VERDE,8.2331,124.2437,2017,11,0
0,ABUNO,8.1846,124.2571,2017,12,0
1,ACMAC,8.274,124.2649,2017,12,0
2,BAGONG SILANG,8.2418,124.252,2017,12,2
3,BONBONON,8.2667,124.2902,2017,12,0
4,BUNAWAN,8.3023,124.3028,2017,12,0
5,BURU-UN,8.1872,124.1688,2017,12,0
6,DALIPUGA,8.3074,124.255,2017,12,1
7,DEL CARMEN,8.2322,124.2578,2017,12,0
8,DIGKILAAN,8.2492,124.3178,2017,12,0
9,DITUCALAN,8.1751,124.1927,2017,12,0
10,HINAPLANON,8.2467,124.2592,2017,12,0
11,HINDANG,8.3177,124.3457,2017,12,0
12,KABACSANAN,8.2815,124.3088,2017,12,0
13,KIWALAN,8.2801,124.2668,2017,12,10
14,LANIPAO,8.2266,124.3412,2017,12,0
15,LUINAB,8.2472,124.2681,2017,12,1
16,MAHAYAHAY,8.2219,124.2406,2017,12,0
17,MAINIT,8.2976,124.3876,2017,12,0
18,MANDULOG,8.2442,124.3057,2017,12,0
19,MARIA CRISTINA,8.1989,124.1936,2017,12,0
20,PALAO,8.2286,124.2532,2017,12,0
21,PANOROGANAN,8.1743,124.425,2017,12,0
22,POBLACION,8.2292,124.2344,2017,12,1
23,PUGA-AN,8.2122,124.2742,2017,12,0
24,ROGONGON,8.2395,124.4115,2017,12,0
25,SAN MIGUEL,8.2387,124.2479,2017,12,0
26,SAN ROQUE,8.2578,124.2619,2017,12,0
27,SANTA ELENA,8.1948,124.2273,2017,12,0
28,SANTA FILOMENA,8.2681,124.2593,2017,12,0
29,SANTIAGO,8.2511,124.2444,2017,12,0
30,SANTO ROSARIO,8.2436,124.2525,2017,12,1
31,SARAY-TIBANGA,8.2349,124.2371,2017,12,0
32,SUAREZ,8.1914,124.2173,2017,12,4
33,TAMBACAN,8.2236,124.2347,2017,12,0
34,TIBANGA,8.2402,124.2415,2017,12,0
35,TIPANOY,8.1902,124.2634,2017,12,0
36,TOMINOBO PROPER,8.2104,124.2221,2017,12,0
37,TOMINOBO UPPER,8.1688,124.2251,2017,12,0
38,TUBOD,8.2117,124.2394,2017,12,1
39,UBALDO LAYA,8.224,124.2449,2017,12,1
40,UPPER HINAPLANON,8.2559,124.2689,2017,12,0
41,VILLA VERDE,8.2331,124.2437,2017,12,0
0,ABUNO,8.1846,124.2571,2018,1,0
1,ACMAC,8.274,124.2649,2018,1,0
