Barangay,Month,Year,Dengue Cases
PALAO,6,2020,1
PALAO,6,2020,1
PALAO,7,2020,1
PALAO,7,2020,1
PALAO,,,1
PANOROGANAN,2,2020,1
POBLACION,6,2016,1
POBLACION,6,2018,1
POBLACION,11,2018,1
POBLACION,12,2018,1
POBLACION,12,2018,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,1,2019,1
POBLACION,2,2019,1
POBLACION,2,2019,1
POBLACION,2,2019,1
POBLACION,2,2019,1
POBLACION,2,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,3,2019,1
POBLACION,4,2019,1
POBLACION,4,2019,1
POBLACION,4,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,5,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,6,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,7,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,0
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,8,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,9,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,0
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,10,2019,1
POBLACION,11,2019,1
POBLACION,11,2019,1
POBLACION,11,2019,1
POBLACION,11,2019,1
POBLACION,11,2019,1
POBLACION,11,2019,0
POBLACION,11,2019,1
POBLACION,11,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,12,2019,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,1,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,2,2020,1
POBLACION,3,2020,1
POBLACION,3,2020,1
POBLACION,3,2020,1
POBLACION,3,2020,1
POBLACION,3,2020,1
POBLACION,4,2020,1
POBLACION,4,2020,1
POBLACION,4,2020,1
POBLACION,4,2020,1
POBLACION,5,2020,1
POBLACION,6,2020,1
POBLACION,6,2020,1
POBLACION,7,2020,1
POBLACION,7,2020,0
POBLACION,7,2020,1
POBLACION,7,2020,1
POBLACION,7,2020,1
POBLACION,8,2020,1
POBLACION,8,2020,1
POBLACION,12,2020,1
PUGA-AN,7,2018,1
PUGA-AN,12,2018,1
PUGA-AN,7,2019,1
PUGA-AN,8,2019,1
PUGA-AN,10,2019,0
PUGA-AN,10,2019,1
ROGONGON,10,2019,1
ROGONGON,12,2019,1
ROGONGON,1,2020,1
ROGONGON,1,2020,1
ROGONGON,11,2020,0
ROGONGON,11,2020,1
SAN MIGUEL,1,2018,1
SAN MIGUEL,11,2018,1
SAN MIGUEL,1,2019,1
SAN MIGUEL,1,2019,1
SAN MIGUEL,1,2019,1
SAN MIGUEL,1,2019,1
SAN MIGUEL,2,2019,1
SAN MIGUEL,2,2019,1
SAN MIGUEL,5,2019,1
SAN MIGUEL,6,2019,1
SAN MIGUEL,6,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,7,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,8,2019,1
SAN MIGUEL,9,2019,1
SAN MIGUEL,9,2019,1
SAN MIGUEL,9,2019,1
SAN MIGUEL,9,2019,1
SAN MIGUEL,10,2019,1
SAN MIGUEL,10,2019,1
SAN MIGUEL,10,2019,1
SAN MIGUEL,10,2019,1
SAN MIGUEL,11,2019,1
SAN MIGUEL,11,2019,1
SAN MIGUEL,11,2019,1
SAN MIGUEL,12,2019,1
SAN MIGUEL,1,2020,1
SAN MIGUEL,1,2020,1
SAN MIGUEL,1,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,2,2020,1
SAN MIGUEL,3,2020,1
SAN MIGUEL,3,2020,1
SAN MIGUEL,4,2020,0
SAN MIGUEL,4,2020,0
SAN MIGUEL,5,2020,1
SAN MIGUEL,6,2020,1
SAN MIGUEL,7,2020,1
SAN ROQUE,1,2019,1
SAN ROQUE,1,2019,1
SAN ROQUE,2,2019,1
SAN ROQUE,2,2019,1
SAN ROQUE,6,2019,1
SAN ROQUE,7,2019,1
SAN ROQUE,8,2019,1
SAN ROQUE,8,2019,1
SAN ROQUE,9,2019,1
SAN ROQUE,9,2019,1
SAN ROQUE,9,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,10,2019,1
SAN ROQUE,12,2019,1
